YEAR,OFFICE,CONSTITUENCY,REGION,REGISTERED_VOTERS,VOTES_CAST,VALID_VOTES,VOTES_REJECTED,NPP,PPP,PNC,NDC,DFP,DPP,CPP,RPD,NRP,UGM,UFP,URP,YPP,EGLE,GCPP,GFP,GNP,NVP,NDP,NCP,PCP,IPC,IPP,APC,UPP,IND1,IND2,IND3,IND4,NPP_C,PPP_C,PNC_C,NDC_C,DFP_C,DPP_C,CPP_C,RPD_C,NRP_C,UGM_C,UFP_C,URP_C,YPP_C,EGLE_C,GCPP_C,GFP_C,GNP_C,NVP_C,NDP_C,NCP_C,PCP_C,IPC_C,IPP_C,APC_C,UPP_C,IND1_C,IND2_C,IND3_C,IND4_C
2008,Parliament,Tarkwa-Nsuaem,Western,79732,53681,53109,,30610,,,19596,,,2903,,,,,,,,,,,,,,,,,,,,,,,Gifty Eugenia Kusi,,,Christina Kobinah,,,Yaw Anokye Frimpong,,,,,,,,,,,,,,,,,,,,,,
2008,Parliament,Wassa East,Western,,,37936,,"16,014",,,"14,503",,,"7,419",,,,,,,,,,,,,,,,,,,,,,,Anthony Evans Amoah,,,ANTHONY BASSAW,,,MARY ANKOMAH,,,,,,,,,,,,,,,,,,,,,,
2008,Presidential First Round,Adansi Asokwa,Ashanti,,,24288,,13930,,113,9611,104,26,458,10,,,,,,,,,,,,,,,,,,36,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Afigya-Sekyere East,Ashanti,,,43623,,33855,,121,9240,76,13,268,11,,,,,,,,,,,,,,,,,,39,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Afigya-Sekyere West,Ashanti,,,18694,,13861,,84,4541,22,4,167,3,,,,,,,,,,,,,,,,,,12,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Afigya Kwabre South,Ashanti,,,33443,,"27,762",,92,"5,379",,9,178,8,,,,,,,,,,,,,,,,,,15,,,,Nana Akufo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ahafo Ano North,Ashanti,,,31103,,16679,,133,14028,114,15,69,20,,,,,,,,,,,,,,,,,,45,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ahafo Ano South,Ashanti,,,37336,,22782,,219,13954,148,29,131,18,,,,,,,,,,,,,,,,,,55,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Akrofrom,Ashanti,,,14394,,9143,,50,4917,7,7,243,5,,,,,,,,,,,,,,,,,,22,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Amansie-West,Ashanti,,,48113,,40433,,148,6994,108,36,220,36,,,,,,,,,,,,,,,,,,138,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Asante Akim North,Ashanti,,,54613,,40714,,167,13294,104,33,169,57,,,,,,,,,,,,,,,,,,75,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Asante Akim South,Ashanti,,,38488,,25164,,142,12785,105,29,194,27,,,,,,,,,,,,,,,,,,42,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Asawase,Ashanti,,,64059,,27102,,345,36092,64,12,393,38,,,,,,,,,,,,,,,,,,13,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Asokwa,Ashanti,,,56138,,43084,,114,12283,40,13,538,19,,,,,,,,,,,,,,,,,,47,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Atwima Mponua,Ashanti,,,45282,,28931,,211,15650,153,44,172,24,,,,,,,,,,,,,,,,,,97,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Atwima Nwabiagya,Ashanti,,,72692,,56797,,165,15049,113,23,412,21,,,,,,,,,,,,,,,,,,112,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Atwima-Kwanwoma,Ashanti,,,39766,,33324,,89,6013,35,16,233,28,,,,,,,,,,,,,,,,,,28,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Bantama,Ashanti,,,48690,,40493,,94,7649,26,9,393,9,,,,,,,,,,,,,,,,,,17,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Bekwai,Ashanti,,,44573,,38287,,79,5144,270,29,247,24,,,,,,,,,,,,,,,,,,493,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Bosome-Freho,Ashanti,,,19301,,15077,,54,3727,51,19,116,59,,,,,,,,,,,,,,,,,,198,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Bosomtwe,Ashanti,,,36735,,29641,,64,6734,41,17,183,12,,,,,,,,,,,,,,,,,,43,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Effiduasi/Asokore,Ashanti,,,23304,,18680,,60,4351,76,7,101,8,,,,,,,,,,,,,,,,,,21,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ejisu Juaben,Ashanti,,,73760,,56615,,130,12289,84,64,4464,23,,,,,,,,,,,,,,,,,,91,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ejura-Sekyedumase,Ashanti,,,37933,,17236,,230,20063,143,29,124,63,,,,,,,,,,,,,,,,,,45,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Fomena,Ashanti,,,16434,,12506,,28,3612,22,5,234,5,,,,,,,,,,,,,,,,,,22,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Kumawu,Ashanti,,,26998,,20269,,83,6355,64,13,106,35,,,,,,,,,,,,,,,,,,73,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Kwabre East,Ashanti,,,54288,,43329,,95,10473,51,12,300,9,,,,,,,,,,,,,,,,,,19,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Kwabre West,Ashanti,,,33436,,27726,,92,5379,29,9,178,8,,,,,,,,,,,,,,,,,,15,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Kwadaso,Ashanti,,,52950,,44341,,78,8069,30,10,393,15,,,,,,,,,,,,,,,,,,14,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Mampong,Ashanti,,,37987,,29527,,111,8004,70,23,214,8,,,,,,,,,,,,,,,,,,30,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Manhyia,Ashanti,,,85998,,66160,,188,18865,42,67,628,40,,,,,,,,,,,,,,,,,,8,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Manso Nkwanta,Ashanti,,,48113,,"40,433",,148,"6,994",108,36,220,36,,,,,,,,,,,,,,,,,,138,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,New Edubiase,Ashanti,,,26921,,11169,,106,15309,119,29,169,4,,,,,,,,,,,,,,,,,,16,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Nhyiaeso,Ashanti,,,48243,,37043,,98,10464,40,9,519,33,,,,,,,,,,,,,,,,,,37,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Nsuta/Kwmang,Ashanti,,,25072,,17403,,112,6903,101,20,103,61,,,,,,,,,,,,,,,,,,369,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Obuasi,Ashanti,,,74665,,48919,,203,24315,99,29,1060,14,,,,,,,,,,,,,,,,,,26,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Odotobri,Ashanti,,,27527,,23828,,72,3136,47,14,366,16,,,,,,,,,,,,,,,,,,48,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Offinso-North,Ashanti,,,25577,,14349,,131,10779,147,17,75,11,,,,,,,,,,,,,,,,,,68,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Offinso-South,Ashanti,,,38116,,26354,,137,11337,95,15,115,29,,,,,,,,,,,,,,,,,,34,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Oforikrom,Ashanti,,,64825,,40336,,307,23172,62,17,895,15,,,,,,,,,,,,,,,,,,21,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Old Tafo,Ashanti,,,47543,,34887,,101,12243,31,8,257,3,,,,,,,,,,,,,,,,,,13,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Suame,Ashanti,,,57676,,47768,,129,9344,39,13,380,3,,,,,,,,,,,,,,,,,,0,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Subin,Ashanti,,,61511,,43952,,581,16099,179,11,648,24,,,,,,,,,,,,,,,,,,17,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Asunafo North,Brong Ahafo,,,20625,,"11,875",,73,"8,440",69,15,105,7,,,,,,,,,,,,,,,,,,41,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Asunafo South,Brong Ahafo,,,45158,,"24,757",,186,"19,857",114,32,167,15,,,,,,,,,,,,,,,,,,30,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Asutifi North,Brong Ahafo,,,20625,,"11,875",,73,"8,440",69,15,105,7,,,,,,,,,,,,,,,,,,41,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Asutifi South,Brong Ahafo,,,21827,,"10,758",,206,"10,746",45,10,36,7,,,,,,,,,,,,,,,,,,19,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Atebubu/Amanting,Brong Ahafo,,,27239,,"10,948",,235,"15,664",125,30,103,22,,,,,,,,,,,,,,,,,,112,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Berekum,Brong Ahafo,,,47414,,"25,998",,272,"20,706",100,27,260,10,,,,,,,,,,,,,,,,,,41,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Dormaa Central,Brong Ahafo,,,47076,,"24,216",,163,"22,223",160,39,175,25,,,,,,,,,,,,,,,,,,75,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Dormaa East,Brong Ahafo,,,19047,,"11,891",,67,"6,851",66,9,130,11,,,,,,,,,,,,,,,,,,22,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Jaman North,Brong Ahafo,,,23392,,9357,,118,13587,103,32,130,25,,,,,,,,,,,,,,,,,,40,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Jaman South,Brong Ahafo,,,30009,,17333,,110,12176,82,25,189,19,,,,,,,,,,,,,,,,,,75,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Kintampo North,Brong Ahafo,,,32673,,13080,,224,18938,106,32,211,18,,,,,,,,,,,,,,,,,,64,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Kintampo South,Brong Ahafo,,,23691,,10559,,161,12710,86,26,64,10,,,,,,,,,,,,,,,,,,75,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Nkoranza North,Brong Ahafo,,,17758,,9258,,106,8120,77,13,129,10,,,,,,,,,,,,,,,,,,45,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Nkoranza South,Brong Ahafo,,,33348,,15894,,137,16936,113,62,164,14,,,,,,,,,,,,,,,,,,28,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Pru,Brong Ahafo,,,31730,,11266,,272,19309,143,55,187,51,,,,,,,,,,,,,,,,,,447,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Sene,Brong Ahafo,,,25747,,8007,,161,17011,130,252,119,22,,,,,,,,,,,,,,,,,,45,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Sunyani East,Brong Ahafo,,,53869,,32841,,287,20056,69,36,546,5,,,,,,,,,,,,,,,,,,29,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Sunyani West,Brong Ahafo,,,39105,,22812,,117,15759,61,20,275,11,,,,,,,,,,,,,,,,,,50,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Tain,Brong Ahafo,,,31945,,14935,,165,16211,137,72,141,53,,,,,,,,,,,,,,,,,,231,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Tano North,Brong Ahafo,,,28732,,17246,,106,11126,62,17,131,8,,,,,,,,,,,,,,,,,,36,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Tano South,Brong Ahafo,,,28618,,15951,,114,12173,90,38,198,10,,,,,,,,,,,,,,,,,,44,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Techiman North,Brong Ahafo,,,26545,,13730,,108,12474,75,11,103,7,,,,,,,,,,,,,,,,,,37,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Techiman South,Brong Ahafo,,,56207,,26019,,332,29394,171,26,216,17,,,,,,,,,,,,,,,,,,32,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Wenchi,Brong Ahafo,,,32357,,17649,,188,14134,142,23,155,13,,,,,,,,,,,,,,,,,,53,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Abura/Kwamankese,Central,,,35258,,13088,,169,20885,188,60,787,23,,,,,,,,,,,,,,,,,,58,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Agona East,Central,,,30025,,14002,,122,15369,127,28,298,21,,,,,,,,,,,,,,,,,,58,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Agona West,Central,,,44446,,23147,,147,19735,253,117,849,36,,,,,,,,,,,,,,,,,,162,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
