YEAR,OFFICE,CONSTITUENCY,REGION,REGISTERED_VOTERS,VOTES_CAST,VALID_VOTES,VOTES_REJECTED,NPP,PPP,PNC,NDC,DFP,DPP,CPP,RPD,NRP,UGM,UFP,URP,YPP,EGLE,GCPP,GFP,GNP,NVP,NDP,NCP,PCP,IPC,IPP,APC,UPP,IND1,IND2,IND3,IND4,NPP_C,PPP_C,PNC_C,NDC_C,DFP_C,DPP_C,CPP_C,RPD_C,NRP_C,UGM_C,UFP_C,URP_C,YPP_C,EGLE_C,GCPP_C,GFP_C,GNP_C,NVP_C,NDP_C,NCP_C,PCP_C,IPC_C,IPP_C,APC_C,UPP_C,IND1_C,IND2_C,IND3_C,IND4_C
2008,Presidential First Round,Ajumako/Enyan/Esiam,Central,,,36010,,16797,,164,18267,192,52,430,28,,,,,,,,,,,,,,,,,,80,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Asikuma/Odoben/Brakwa,Central,,,36243,,17950,,168,17302,162,38,514,32,,,,,,,,,,,,,,,,,,77,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Assin North,Central,,,42928,,21735,,175,20213,197,48,461,29,,,,,,,,,,,,,,,,,,70,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Assin South,Central,,,31746,,17741,,100,13392,110,38,308,20,,,,,,,,,,,,,,,,,,37,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Awutu-Senya,Central,,,51490,,24570,,168,25721,177,31,717,23,,,,,,,,,,,,,,,,,,83,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Cape Coast,Central,,,71600,,32018,,144,37994,102,23,1265,33,,,,,,,,,,,,,,,,,,21,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Effutu,Central,,,28346,,12992,,264,14508,72,14,460,12,,,,,,,,,,,,,,,,,,24,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ekumfi,Central,,,17770,,5079,,80,12202,73,22,247,56,,,,,,,,,,,,,,,,,,11,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Gomoa East,Central,,,34884,,13920,,146,19877,146,50,668,18,,,,,,,,,,,,,,,,,,59,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Gomoa West,Central,,,32907,,13117,,183,18487,172,213,573,35,,,,,,,,,,,,,,,,,,127,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Hemang Lower Denkyira,Central,,,18974,,9895,,66,8120,80,33,506,24,,,,,,,,,,,,,,,,,,250,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Keea,Central,,,46338,,16929,,165,24808,204,68,4063,25,,,,,,,,,,,,,,,,,,76,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Mfantseman East,Central,,,"17,770",,"5,079",,80,"12,202",73,11,247,22,,,,,,,,,,,,,,,,,,56,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Mfantseman West,Central,,,46339,,"14,757",,106,"20,650",127,38,794,18,,,,,,,,,,,,,,,,,,39,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Twifo/Ati Morkwaa,Central,,,28261,,11956,,90,15356,155,36,620,12,,,,,,,,,,,,,,,,,,36,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Upper Denkyira East,Central,,,29242,,18578,,76,9480,51,23,960,18,,,,,,,,,,,,,,,,,,56,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Upper Denkyira West,Central,,,17897,,10668,,136,6291,54,22,690,8,,,,,,,,,,,,,,,,,,28,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Abetifi,Eastern,,,23780,,16485,,106,6851,53,22,208,10,,,,,,,,,,,,,,,,,,45,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Abirem,Eastern,,,21839,,13857,,78,7635,50,10,175,4,,,,,,,,,,,,,,,,,,30,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Aburi/Nsawam,Eastern,,,55247,,30912,,145,23504,94,29,483,26,,,,,,,,,,,,,,,,,,54,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Afram Plains North,Eastern,,,19425,,3068,,75,16008,94,27,129,11,,,,,,,,,,,,,,,,,,13,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Afram Plains South,Eastern,,,18683,,5525,,192,12695,89,23,127,9,,,,,,,,,,,,,,,,,,23,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Akim Abuakwa North,Eastern,,,24987,,15377,,42,9341,34,14,162,3,,,,,,,,,,,,,,,,,,14,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Akim Abuakwa South,Eastern,,,30008,,22802,,58,6995,37,14,76,4,,,,,,,,,,,,,,,,,,22,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Akim Oda,Eastern,,,48500,,31811,,127,16005,109,30,357,21,,,,,,,,,,,,,,,,,,40,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Akim Swedru,Eastern,,,29783,,20012,,90,9399,72,21,130,19,,,,,,,,,,,,,,,,,,40,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Akropong,Eastern,,,34411,,22472,,125,11331,51,16,374,26,,,,,,,,,,,,,,,,,,16,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Akwatia,Eastern,,,39039,,"17,831",,73,"13,351",38,14,81,14,,,,,,,,,,,,,,,,,,38,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Asuogyaman,Eastern,,,32877,,15017,,74,17363,50,26,305,13,,,,,,,,,,,,,,,,,,29,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Atiwa,Eastern,,,34435,,26669,,80,7462,47,16,118,10,,,,,,,,,,,,,,,,,,33,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ayensuono,Eastern,,,29199,,16063,,102,12685,67,33,193,10,,,,,,,,,,,,,,,,,,46,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Fanteakwa,Eastern,,,34984,,20223,,91,14406,70,17,114,14,,,,,,,,,,,,,,,,,,49,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Kade,Eastern,,,37637,,25348,,102,11709,84,45,264,21,,,,,,,,,,,,,,,,,,64,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Lower Manya,Eastern,,,34638,,"11,576",,120,"22,497",71,25,305,6,,,,,,,,,,,,,,,,,,38,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Lower West Akim,Eastern,,,36129,,"21,104",,138,"14,448",68,56,265,9,,,,,,,,,,,,,,,,,,41,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Mpraeso,Eastern,,,25321,,"16,865",,105,"7,996",50,21,183,21,,,,,,,,,,,,,,,,,,80,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,New Juaben North,Eastern,,,23559,,"16,438",,64,"6,780",61,11,164,9,,,,,,,,,,,,,,,,,,32,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,New Juaben South,Eastern,,,55045,,"32,338",,136,"21,977",45,13,521,3,,,,,,,,,,,,,,,,,,12,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Nkawkaw,Eastern,,,39654,,"27,937",,113,"10,724",71,27,486,29,,,,,,,,,,,,,,,,,,267,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ofoase/Ayirebi,Eastern,,,26922,,"16,973",,95,"9,260",76,32,374,8,,,,,,,,,,,,,,,,,,104,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Okere,Eastern,,,19706,,"12,019",,42,"7,208",41,10,352,12,,,,,,,,,,,,,,,,,,22,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Suhum,Eastern,,,38351,,"21,248",,102,"16,597",66,28,247,17,,,,,,,,,,,,,,,,,,46,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Upper Manya,Eastern,,,22465,,"6,148",,92,"15,027",9,26,"1,120",15,,,,,,,,,,,,,,,,,,28,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Upper West Akim,Eastern,,,28083,,"11,898",,334,"15,454",100,27,217,18,,,,,,,,,,,,,,,,,,35,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Yilo Krobo,Eastern,,,34447,,"11,335",,120,"22,165",70,41,652,16,,,,,,,,,,,,,,,,,,48,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ablekuma Central,Greater Accra,,,85190,,"40,555",,276,"43,392",87,44,805,9,,,,,,,,,,,,,,,,,,22,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ablekuma North,Greater Accra,,,79500,,"47,879",,131,"30,299",43,13,"1,107",3,,,,,,,,,,,,,,,,,,25,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ablekuma South,Greater Accra,,,103120,,"50,355",,"1,275","49,556",474,63,"1,344",41,,,,,,,,,,,,,,,,,,12,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Abokobi-Madina,Greater Accra,,,63258,,"27,708",,205,"34,571",112,57,589,8,,,,,,,,,,,,,,,,,,8,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ada,Greater Accra,,,20255,,"3,357",,79,"16,431",88,21,252,4,,,,,,,,,,,,,,,,,,23,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Adenta,Greater Accra,,,38166,,"17,143",,89,"20,354",27,22,519,3,,,,,,,,,,,,,,,,,,9,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ashaiman,Greater Accra,,,86898,,"30,923",,265,"54,913",117,11,641,10,,,,,,,,,,,,,,,,,,18,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ayawaso Central,Greater Accra,,,63480,,"32,021",,184,"30,588",39,11,623,5,,,,,,,,,,,,,,,,,,9,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ayawaso East,Greater Accra,,,77261,,"28,174",,658,"47,786",131,44,400,31,,,,,,,,,,,,,,,,,,37,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ayawaso West-Wuogon,Greater Accra,,,51988,,"25,312",,155,"25,261",16,14,"1,203",3,,,,,,,,,,,,,,,,,,24,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Dade Kotopon,Greater Accra,,,77220,,"32,133",,237,"43,486",49,11,"1,281",8,,,,,,,,,,,,,,,,,,15,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Domeabra-Obom,Greater Accra,,,15985,,"2,017",,88,"13,501",201,34,115,3,,,,,,,,,,,,,,,,,,26,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Dome-Kwabenya,Greater Accra,,,60306,,"36,372",,251,"22,937",48,8,674,5,,,,,,,,,,,,,,,,,,11,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Klottey Korle,Greater Accra,,,59928,,"28,238",,148,"30,575",30,35,881,4,,,,,,,,,,,,,,,,,,17,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Kpone-Katamansu,Greater Accra,,,33077,,"10,878",,78,"21,649",46,12,398,4,,,,,,,,,,,,,,,,,,12,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Krowor,Greater Accra,,,51976,,"23,798",,130,"27,398",45,11,578,7,,,,,,,,,,,,,,,,,,9,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ledzokuku,Greater Accra,,,74163,,"31,603",,191,"41,359",68,16,889,9,,,,,,,,,,,,,,,,,,28,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Ningo-Prampram,Greater Accra,,,25570,,"4,557",,90,"20,477",117,49,245,15,,,,,,,,,,,,,,,,,,20,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Odododiodoo,Greater Accra,,,61986,,"25,846",,175,"35,442",67,15,418,4,,,,,,,,,,,,,,,,,,19,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Okaikoi North,Greater Accra,,,89605,,"46,077",,319,"42,164",120,15,883,4,,,,,,,,,,,,,,,,,,23,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Okaikoi South,Greater Accra,,,65428,,"36,628",,163,"27,524",36,12,"1,044",6,,,,,,,,,,,,,,,,,,15,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Sege,Greater Accra,,,18917,,"3,517",,65,"14,952",121,18,203,12,,,,,,,,,,,,,,,,,,29,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Shai Osudoku,Greater Accra,,,22396,,"5,781",,71,"16,119",61,17,325,4,,,,,,,,,,,,,,,,,,18,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
2008,Presidential First Round,Tema East,Greater Accra,,,81252,,"43,381",,218,"35,917",73,20,"1,602",10,,,,,,,,,,,,,,,,,,31,,,,Nana A. Akuffo-Addo,,Edward N. Mahama,John E. Atta-Mills,Emmanuel A. Antwi,Thomas N. Ward-Brew,Paa Kwesi Nduom,Kwabena Adjei,,,,,,,,,,,,,,,,,,Kwesi Amofa-Yeboah,,,
