YEAR,OFFICE,CONSTITUENCY,REGION,REGISTERED_VOTERS,VOTES_CAST,VALID_VOTES,VOTES_REJECTED,NPP,PPP,PNC,NDC,DFP,DPP,CPP,RPD,NRP,GUM,UFP,URP,YPP,EGLE,GCPP,GFP,GNP,NVP,NDP,NCP,PCP,IPC,IPP,APC,LPG,UPP,IND1,IND2,IND3,IND4,NPP_C,PPP_C,PNC_C,NDC_C,DFP_C,DPP_C,CPP_C,RPD_C,NRP_C,GUM_C,UFP_C,URP_C,YPP_C,EGLE_C,GCPP_C,GFP_C,GNP_C,NVP_C,NDP_C,NCP_C,PCP_C,IPC_C,IPP_C,APC_C,LPG_C,UPP_C,IND1_C,IND2_C,IND3_C,IND4_C
2020,Presidential First Round,Ekumfi,Central,,30549,29678,871,"13,120",9,5,"16,002",,,31,,,419,,,,,10,15,,,6,,,,,19,15,,6,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Gomoa Central,Central,,36872,36008,864,"18,563",21,10,"16,732",,,30,,,548,,,,,6,25,,,31,,,,,17,12,,13,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Gomoa East,Central,,75001,73833,1218,"35,852",0,0,"34,095",,,53,,,908,,,,,20,27,,,0,,,,,24,0,,0,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Gomoa West,Central,,57673,55760,1913,"22,741",0,0,"21,004",,,0,,,0,,,,,0,0,,,0,,,,,0,0,,0,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Hemang Lower Denkyira,Central,,28512,37747,765,"16,375",5,13,"10,798",,,26,,,446,,,,,6,8,,,8,,,,,8,4,,27,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Komenda Edina Eguafo Abrem,Central,,664681,61647,3034,"27,502",540,34,"31,900",,,203,,,"1,490",,,,,21,28,,,38,,,,,42,42,,57,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Mfantseman,Central,,71715,70166,1549,"26,747",0,0,"26,021",,,0,,,0,,,,,0,0,,,0,,,,,0,0,,0,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Twifo Atti Morkwa,Central,,42219,40989,1230,"19,394",7,15,"20,745",,,36,,,659,,,,,25,12,,,12,,,,,28,29,,27,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Upper Denkyira East,Central,,49743,48925,818,"26,928",46,8,"21,338",,,50,,,440,,,,,13,30,,,26,,,,,10,20,,16,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Upper Denkyira West,Central,,38233,37187,1046,"18,413",5,10,"17,136",,,10,,,654,,,,,4,13,,,7,,,,,16,15,,17,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Adansi Asokwa,Ashanti,,31342,30630,712,"19,519",1,15,"10,560",,,63,,,423,,,,,0,0,,,8,,,,,0,21,,9,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Afigya Kwabre North,Ashanti,,31606,31104,502,"20,825",3,6,"10,079",,,12,,,135,,,,,5,7,,,8,,,,,8,3,,10,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Afigya Kwabre South,Ashanti,,83669,82781,888,"68,378",0,11,"13,978",,,28,,,301,,,,,0,0,,,12,,,,,1,23,,4,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Afigya Seyere East,Ashanti,,55232,54557,655,"42,637",15,15,"11,298",,,17,,,170,,,,,3,8,,,7,,,,,4,16,,17,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Ahafo Ano North,Ashanti,,,"42,172",,"22,916",6,12,"18,903",,,34,,,217,,,,,3,7,,,17,,,,,16,18,,23,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Ahafo Ano South West,Ashanti,,30443,29756,687,"17,220",1,6,"12,290",,,13,,,158,,,,,7,15,,,10,,,,,14,10,,12,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Ahafo Ano South- East,Ashanti,,29544,28964,580,"16,084",6,10,"12,657",,,29,,,129,,,,,3,3,,,12,,,,,12,8,,12,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Akrofuom,Ashanti,,20787,20309,478,"11,869",1,7,"8,210",,,22,,,148,,,,,6,9,,,6,,,,,10,12,,6,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Asante Akim Central,Ashanti,,43595,42884,711,"31,450",6,7,"11,067",,,24,,,267,,,,,6,9,,,6,,,,,9,15,,14,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Asante Akim North,Ashanti,,39941,38917,1024,"27,155",10,6,"11,521",,,19,,,142,,,,,5,14,,,10,,,,,12,13,,10,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Asante Akim South,Ashanti,,55814,54523,1291,"35,089",0,0,"18,284",,,35,,,471,,,,,7,29,,,0,,,,,0,0,,0,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Asawase,Ashanti,,83834,83051,783,"35,214",16,0,"47,460",,,7,,,248,,,,,7,10,,,11,,,,,15,0,,10,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Asokwa,Ashanti,,71187,70607,580,"56,909",16,2,"13,342",,,28,,,251,,,,,3,19,,,12,,,,,4,8,,13,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Atwima Kwanwoma,Ashanti,,94071,93324,747,"77,487",0,0,"14,963",,,35,,,388,,,,,0,0,,,0,,,,,0,0,,0,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Awima Mponua,Ashanti,,67569,65332,2237,"37,457",8,15,"27,056",,,29,,,610,,,,,19,0,,,28,,,,,24,36,,34,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Atwima Nwabiagya North,Ashanti,,63563,62574,989,"48,817",10,4,"13,300",,,29,,,338,,,,,6,16,,,10,,,,,14,11,,19,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Atwima Nwabiagya South,Ashanti,,73279,72417,862,"58,109",0,6,"13,827",,,56,,,333,,,,,4,14,,,12,,,,,5,20,,20,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Bantama,Ashanti,,66884,66567,322,"57,360",5,8,"8,954",,,12,,,182,,,,,3,9,,,11,,,,,1,11,,6,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Bekwai,Ashanti,,66135,65028,1107,"55,923",4,9,"8,510",,,29,,,355,,,,,8,18,,,8,,,,,26,27,,0,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Bosome Freho,Ashanti,,28323,27690,633,"21,220",9,5,"6,093",,,22,,,279,,,,,5,11,,,6,,,,,5,20,,15,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Bosomtwe,Ashanti,,69562,68914,648,"57,939",11,6,"10,459",,,42,,,391,,,,,1,15,,,9,,,,,7,20,,14,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Effiduase/Asokore,Ashanti,,34381,33821,560,"27,003",4,6,"6,602",,,9,,,131,,,,,9,4,,,131,,,,,2,9,,25,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Ejisu,Ashanti,,85144,84415,729,"68,724",11,8,"14,488",,,34,,,408,,,,,0,17,,,9,,,,,9,12,,9,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Ejura Sekyedumase,Ashanti,,57133,55875,1258,"25,079",10,30,"30,254",,,50,,,328,,,,,20,13,,,33,,,,,8,16,,91,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Fomena,Ashanti,,26637,26114,523,"19,224",8,3,"6,457",,,0,,,29,,,,,9,21,,,10,,,,,8,16,,91,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Juaben,Ashanti,,33114,32625,489,"24,983",12,3,"7,390",,,30,,,157,,,,,3,6,,,5,,,,,11,16,,10,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Kumawu,Ashanti,,29659,29128,531,"23,502",2,6,"5,325",,,90,,,131,,,,,7,14,,,8,,,,,10,7,,26,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Kwabre East,Ashanti,,112684,111666,1018,"86,437",12,12,"24,692",,,31,,,401,,,,,6,16,,,15,,,,,8,13,,23,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Kwadaso Municipal,Ashanti,,71550,71157,393,"61,908",8,22,"8,901",,,3,,,208,,,,,4,13,,,8,,,,,3,9,,10,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Mampong,Ashanti,,52969,52267,707,"39,565",9,10,"12,380",,,7,,,208,,,,,0,9,,,13,,,,,12,13,,13,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Manhyia North,Ashanti,,57208,56826,382,"40,425",7,10,"16,160",,,21,,,171,,,,,3,9,,,6,,,,,4,8,,2,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Manhyia South,Ashanti,,33518,33342,176,"27,932",1,2,"5,292",,,21,,,56,,,,,2,7,,,3,,,,,5,21,,0,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Manso Adubia,Ashanti,,46132,44606,1526,"29,125",0,0,"14,659",,,244,,,542,,,,,8,16,,,0,,,,,12,0,,0,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Manso Nkwanta,Ashanti,,45947,45102,844,"34,386",7,12,"10,064",,,29,,,530,,,,,7,9,,,5,,,,,12,25,,20,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,New Edubiase,Ashanti,,38682,37697,985,"17,713",7,11,"19,457",,,44,,,353,,,,,13,17,,,12,,,,,29,13,,28,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Nhyiaeso,Ashanti,,63834,63489,345,"51,411",5,7,"11,800",,,26,,,190,,,,,3,16,,,10,,,,,4,9,,10,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Nsuta/Kwamang/Beposo,Ashanti,,33340,32623,717,"22,043",42,17,"10,306",,,23,,,115,,,,,6,11,,,19,,,,,6,19,,15,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Obuasi East,Ashanti,,42964,42541,420,"28,689",3,1,"13,504",,,19,,,295,,,,,1,9,,,4,,,,,6,3,,3,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Obuasi West,Ashanti,,49197,48744,453,"35,144",12,4,"13,160",,,19,,,360,,,,,3,19,,,7,,,,,3,8,,7,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Odotobri,Ashanti,,41098,40244,854,"32,037",8,6,"7,636",,,19,,,455,,,,,12,9,,,8,,,,,7,24,,13,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Offinso North,Ashanti,,38828,37909,919,"20,010",20,20,"17,526",,,20,,,223,,,,,17,12,,,14,,,,,18,16,,25,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
2020,Presidential First Round,Offinso South,Ashanti,,60626,59649,977,"38,692",8,14,"20,504",,,31,,,311,,,,,11,5,,,13,,,,,25,17,,18,,,,Nana Addo Dankwa,Bridget Dzogbenuku,David Asibi Ayindenaba Apasera,John Dramani Mahama,,,Ivory Kobina Greenstreet,,,Christian Kwabena Andrews,,,,,Henry Herbert Lartey,Akua Donkor,,,Nana Kunadu Agyeman Rawlings,,,,,Hassan Ayariga,Percival Kofi Akpaloo,,Alfred Kwame Asiedu Walker,,,
