YEAR,OFFICE,CONSTITUENCY,REGION,REGISTERED_VOTERS,VOTES_CAST,VALID_VOTES,VOTES_REJECTED,NPP,PPP,PNC,NDC,DFP,DPP,CPP,RPD,NRP,UGM,UFP,URP,YPP,EGLE,GCPP,GFP,GNP,NVP,NDP,NCP,PCP,IPC,IPP,APC,UPP,IND1,IND2,IND3,IND4,NPP_C,PPP_C,PNC_C,NDC_C,DFP_C,DPP_C,CPP_C,RPD_C,NRP_C,UGM_C,UFP_C,URP_C,YPP_C,EGLE_C,GCPP_C,GFP_C,GNP_C,NVP_C,NDP_C,NCP_C,PCP_C,IPC_C,IPP_C,APC_C,UPP_C,IND1_C,IND2_C,IND3_C,IND4_C
2016,Parliament,Effutu,Central,51878,37449,37121,328,22964,1427,22,12628,,,80,,,,,,,,,,,,,,,,,,,,,,,ALEXANDER AFENYO MARKIN,NANA OFORI OWUSU,MURTALA MUHAMMED UMAR,ERIC DON-ARTHUR,,,EBENEZER ROLNCE AKUMBEA SAM,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Ekumfi,Central,36501,24770,24447,323,12240,505,,11632,,,70,,,,,,,,,,,,,,,,,,,,,,,FRANCIS KINGSLEY ATO CUDJOE,STEPHEN QUANSAH,,ABEIKU CRENSTIL,,,KWEKU ESSOUN,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Gomoa Central,Central,41895,27717,27490,227,14178,174,,12858,,,280,,,,,,,,,,,,,,,,,,,,,,,NAANA EYIAH,GRACE IGNOPHIA APPIAH,,RACHEL FLORENCE APPOH,,,EMMANUEL APPOH MENSAH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Gomoa East,Central,58430,35576,35293,283,17654,920,,15010,,,105,,,,,,,,,,,,,,,,,,,1604,,,,KOJOASEMANYI,EUNICE ASEMANYI,,PAITOO DE-GRAFT DESMOND,,,GODFRED KUMEDZRO CUDJOE,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Gomoa West,Central,74931,46418,45831,587,22741,2086,,21004,,,0,,,,,,,,,,,,,,,,,,,,,,,ALEXANDER KODWO KOM ABBAN,CHARLES YAWSON,,SAMUEL FLETCHER,,,STEPHEN AFRIYIE,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Hemang Lower Denkyira,Central,37464,26001,25757,244,15043,257,,10338,,,119,,,,,,,,,,,,,,,,,,,,,,,BRIGHT WIREKO-BROBBY,PAUL KINGSLEY AMBANTEN,,FOSTER JOSEPH ANDOH,,,JOHN FELIX KRAMPAH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Komenda-Edina-Eguafo-Abrem (Keea),Central,89979,57316,57187,129,15960,18860,,21957,,,410,,,,,,,,,,,,,,,,,,,,,,,STEPHEN NANA ATO ARTHUR,JOHN STERLIN,,SAMUEL ATTA MILLS,,,ROSE AUSTIN TENADU (MRS.),,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Mfantseman,Central,88236,57908,57129,779,26747,4043,,26021,,,318,,,,,,,,,,,,,,,,,,,,,,,EKOW HAYFORD,KWABENA AMUQUANDOH OKYERE,,JAMES ESSUON,,,PIUS EBO DUGHAN,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Twifo Ati Morkwaa,Central,56397,36959,36506,453,21231,273,,14887,,,115,,,,,,,,,,,,,,,,,,,,,,,ABRAHAM DWUMA ODDOM,ABU AYUBA,,SAMUEL ATO AMOAH,,,EBENEZER APPIAH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Upper Denkyira East,Central,57577,40245,39888,357,22212,275,61,16297,,,810,,,,,,,,,,,,,,,,,,,233,,,,NANA AMOAKO,FREDRICK ENCHIL,OFFIN AMANIAMPONG KWABENA,EMELIA ANKOMAH,,,YAW ASAMOAH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Upper Denkyira West,Central,40383,73706,27536,250,16881,,,10655,,,,,,,,,,,,,,,,,,,,,,,,,,SAMUEL NSOWAH-DJAN,,,AMBROSE AMOAH-ASHYIAH,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Abetifi,Eastern,47631,31652,31407,245,23432,,,7975,,,,,,,,,,,,,,,,,,,,,,,,,,BRYAN ACHEAMPONG,,,TABI EMMANUEL,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Abirem,Eastern,44961,31701,31488,213,19208,,,12217,,,63,,,,,,,,,,,,,,,,,,,,,,,OSEI FRIMPONG JOHN,,,MAVIS AMA FRIMPONG,,,SOMUAH DANKWAH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Abuakwa North,Eastern,43021,30281,30116,165,17838,,,11754,,,,,,,,,,,,,,,,,,,,,,524,,,,GIFTY TWUM-AMPOFO,,,VICTOR EMMANUEL SIMITH,,,,,,,,,,,,,,,,,,,,,,ADJEI DANQUAH PATRICK,,,
2016,Parliament,Abuakwa South,Eastern,51673,36325,36146,179,28449,,,7697,,,,,,,,,,,,,,,,,,,,,,,,,,SAMUEL ATTA AKYEA,,,OWURAKU AMOFAH,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Achiase,Eastern,31968,21598,21326,272,14659,,,6339,,,328,,,,,,,,,,,,,,,,,,,,,,,ROBERT KWASI AMOAH,,,YAW SAM-KORANKYE,,,BOTWE ERNEST,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Afram Plains North,Eastern,40312,23606,23101,505,4795,,,18121,,,91,,,,,,,,,,,,94,,,,,,,,,,,ISAAC OFORI- KOREE,,,MENSAH BETTY NANA EFUA KROSBY,,,MICHEL AMPONTIA,,,,,,,,,,,,CORNELIUS AGBEKO,,,,,,,,,,
2016,Parliament,Afram Plains South,Eastern,31185,21636,21215,421,9376,,,11479,,,360,,,,,,,,,,,,,,,,,,,,,,,HOR WILLIAM,,,ERIC OSEI OWUSU,,,JORDAN YUMBOW MICHAEL,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Akim Oda,Eastern,42157,28911,28783,128,21131,599,,6892,,,161,,,,,,,,,,,,,,,,,,,,,,,QUAITTOO WILLIAM AGYAPONG,BAA ABORA,,KWABENA NKANSAH ASARE,,,GEORGE OWUSU AGYEMANG,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Akim Swedru,Eastern,22395,16155,16041,114,11458,502,,4056,,,25,,,,,,,,,,,,,,,,,,,,,,,KENNEDY OSEI NYARKO,OBIRI ERNEST AMO,,ROBERT SAMUEL ANSAH,,,ANIM ADDO,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Akropong,Eastern,62333,43183,42798,385,26655,,,6949,,,102,,,,,,,,,,,,,,,,,,,9092,,,,NANA DOKUA ASIAMAH ADJEI,,,YAW APPIAH-KUBI,,,GIFTY MERCY ANAKWA,,,,,,,,,,,,,,,,,,,ASIEDU-OFFEI,,,
2016,Parliament,Akuapem South,Eastern,38009,26886,26619,267,14049,,,8417,,,4153,,,,,,,,,,,,,,,,,,,,,,,OSEI BONSU AMOAH,,,LAWRENCIA DZIWORNU,,,ISAAC OPARE-ADDO,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Akwatia,Eastern,51703,37716,37465,251,21433,,,15905,,,127,,,,,,,,,,,,,,,,,,,,,,,ADU-GYAMFI MERCY,,,BABA JAMAL MOHAMMED AHMED,,,JOYCE SAKYI,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Asene-Akroso-Manso,Eastern,43629,31073,30884,189,21138,,,9746,,,,,,,,,,,,,,,,,,,,,,,,,,GEORGE KWAME ABOAGYE,,,RICHARD ROLAND ACQUAH,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Asuogyaman,Eastern,58846,39751,39509,242,18668,257,,20493,,,91,,,,,,,,,,,,,,,,,,,,,,,KWAME ADU-DARKWA,MICHAEL NKANSAH YAW,,THOMAS AMPEM NYARKO,,,EVA BERNANCE ANDORFUL,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Atiwa East,Eastern,31440,22486,22361,125,17399,,,4962,,,,,,,,,,,,,,,,,,,,,,,,,,ABENA OSEI-ASARE,,,ASANTE FOSTER,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Atiwa West,Eastern,29737,21805,21651,154,16980,,,4519,,,152,,,,,,,,,,,,,,,,,,,,,,,KWASI AMOAKO ATTAH,,,JOSEPH OWUSU SARPONG,,,JUSTICE YRBOAH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Ayensuano,Eastern,51705,34638,34083,555,18536,204,,14820,,,167,,,,,,,,,,,,,,,,,,,356,,,,AYEH-PAYE SAMUEL,MENYAH T. K. PRINCE,,TEDDY ADDY,,,KINGSLEY WISE MENSAH,,,,,,,,,,,,,,,,,,,KOFI AGOR,,,
2016,Parliament,Fanteakwa North,Eastern,32644,21714,21456,258,11380,483,,9472,,,121,,,,,,,,,,,,,,,,,,,,,,,KWABENA AMANKWA ASIAMAH,AMOS NKANSAH,,ABASS FUSEINI SBAABE,,,OHENE NYARKO SOLOMON,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Fanteakwa South,Eastern,27206,18735,18545,190,11274,1256,,5726,,,66,,,,,,,,,,,,,,,,,,,223,,,,KOFI OYERE AGYEKUM,GODFRED MARK DARKWA,,ABIGAIL ELORM AKWAMBEA MENSAH,,,KWABLAH ISAAC TETTEY,,,,,,,,,,,,,,,,,,,DANSO OKRA DANIEL,,,
2016,Parliament,Kade,Eastern,69485,48116,47826,290,33442,,,14088,,,296,,,,,,,,,,,,,,,,,,,,,,,KWABENA OHEMENG TINYASE,,,GEORGE AGYEMANG DUAH,,,FRANK ESHUN,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Lower Manya Krobo,Eastern,67313,39947,39628,319,19383,,,19710,,,535,,,,,,,,,,,,,,,,,,,,,,,SAMUEL NUERTEY AYERTEY,,,EBENEZER OKLETEY TARLABI,,,FOSTER EMMANUEL OKLEY,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Lower West Akim,Eastern,65034,45613,45191,422,27056,,,18011,,,124,,,,,,,,,,,,,,,,,,,,,,,EYIAH KYEI BAFFOUR,,,NAANA OSEI AMPEM,,,OSMAN MOHAMMED,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Mpraeso,Eastern,47428,31862,31572,290,21491,,,8505,,,188,,,,,,,,,,,,,,,,,,,1388,,,,SETH KWAME ACHEAMPONG,,,EMMANUEL OKOREE BOAKYE,,,NICHOLAS ASIEDU BOATENG,,,,,,,,,,,,,,,,,,,FREDICK FREMPONG,,,
2016,Parliament,New Juaben North,Eastern,39961,29543,29419,124,20379,304,,8736,,,,,,,,,,,,,,,,,,,,,,,,,,KWASI BOATENG ADJEI,GABRIEL TETTEH NORGAN,,APAW WIREDU HAROUN,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,New Juaben South,Eastern,87021,61324,61050,274,40446,,164,19918,,,522,,,,,,,,,,,,,,,,,,,,,,,MARK ASSIBEY-YEBOAH,,NANA OBOADIE BOATENG BONSU,RANSFORD OWUSU BOAKYE,,,NAOMI OWUSU SEKYERE,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Nkawkaw,Eastern,73825,52345,52009,336,38218,,,13130,,,661,,,,,,,,,,,,,,,,,,,,,,,ERIC KWAKYE DARFOUR,,,TAMIMU HALIDU,,,MARK OSEI YEBOAH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Nsawam-Adoagyiri,Eastern,67592,47162,46714,448,27159,485,,18888,,,83,,,,,,,,,,,,,,,,,,,99,,,,ANNOR-DOMPREH FRANK,ALI IBN E. CHAMBAS,,BENEDICTA OYO QUARTEY,,,ESSUMAN NANA KOFI AKOM COLLINS,,,,,,,,,,,,,,,,,,,SULEMAN SALIFU VONDOLIE,,,
2016,Parliament,Ofoase-Ayirebi,Eastern,49988,35916,35309,607,17797,9316,,8196,,,,,,,,,,,,,,,,,,,,,,,,,,KOJO OPPONG- NKRUMAH,JOHN OBIRI YEBOAH,,TOM BUDU,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Okere,Eastern,32801,23130,22937,193,16235,,,6410,,,292,,,,,,,,,,,,,,,,,,,,,,,DANIEL BOTWE,,,MICHAEL OFORI OFFEI,,,SAMUEL QUAJO ADJEI,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Suhum,Eastern,66889,46446,46090,356,25328,,,20762,,,,,,,,,,,,,,,,,,,,,,,,,,FREDERICK OPARE-ANSAH,,,MARGARET ANSEI,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Upper Manya Krobo,Eastern,40173,25043,24708,335,13920,,,10544,,,102,,,,,,,,,,,,142,,,,,,,,,,,JOSEPH TETTEH,,,JEFF TETTEH KAVIANU,,,ANGMOR SAMUEL AMOATEY,,,,,,,,,,,,NICHOLAS TETTEH,,,,,,,,,,
2016,Parliament,Upper West Akim,Eastern,50386,34513,34003,510,16661,,,17091,,,,,,,,,,,,,,,,,,,,251,,,,,,SACKEY EUGENE,,,DEREK OHENE ASSIFO BEKOE,,,,,,,,,,,,,,,,,,,,MUNTALA ABUBAKAR,,,,,
2016,Parliament,Yilo Krobo,Eastern,61492,40089,39698,391,15978,,,23507,,,213,,,,,,,,,,,,,,,,,,,,,,,FRANCIS DJETSE APPERTEY,,,MAGNUS KOFI AMOATEY,,,KWADJO SAMSON,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Ablekuma Central,Greater Accra,132517,88956,88587,369,46884,763,,40686,,,170,,,,,,,,,,,,84,,,,,,,,,,,EBENEZER GILBERT NII NARH NARTEY,ALFRED NARTEY AGBO,,HALIDU HARUNA,,,JOSEPHINE ATAA OPPONG,,,,,,,,,,,,CHRISTABEL KYE,,,,,,,,,,
2016,Parliament,Ablekuma North,Greater Accra,120482,82091,81835,256,54698,,,26813,,,324,,,,,,,,,,,,,,,,,,,,,,,NANA AKUA OWUSU AFRIYIEH,,,SALLY AMAKI DARKO ATTOPEE,,,AKWASI ASIAMAH ADADE,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Ablekuma South,Greater Accra,83607,59041,58729,312,26495,194,,31927,,,,,,,,,,,,,,,31,,,,,,,82,,,,JERRY AHMED SHAIB,ISHMAEL PAAKWESI LONGDON,,VANDERPUIJE ALFRED OKOE,,,,,,,,,,,,,,,GOODMAN BAAH,,,,,,,ABDUL OBODAI SQUIRE,,,
2016,Parliament,Ablekuma West,Greater Accra,58729,60558,60352,206,34376,470,46,20976,,,,,,,,,,,,,,,,,,,,,,4484,,,,URSULA G. OWUSU,CHARLOTTE KUMEA KORANG,DANIEL O. NOYE,DIANA OBENEWAA TWUM,,,,,,,,,,,,,,,,,,,,,,THEOPHILUS NII AYERKWEI TETTEY,,,
2016,Parliament,Ada,Greater Accra,38211,23930,23570,360,3162,,,18954,,,435,,,,,,,,,,,,1019,,,,,,,,,,,KANOR SANAKEY,,,CUDJOE GHANSAH COMFORT DOYOE,,,DANIEL KATEY OSSAH,,,,,,,,,,,,ASUPAH MANASSEH,,,,,,,,,,
2016,Parliament,Adentan,Greater Accra,103769,67330,67043,287,33952,244,96,32588,,,163,,,,,,,,,,,,,,,,,,,,,,,YAW BUABEN ASAMOA,ALHAJI MOHAMMED MUFTAO,HUMMI SINARE,MOHAMMED ADAMU RAMADAN,,,ALHAJI RAZAK ALHASSAN,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Amasaman,Greater Accra,86661,56499,56052,447,27665,,,27933,,,454,,,,,,,,,,,,,,,,,,,,,,,CLEMENT NII LAMPTEY WILKINSON,,,EMMANUEL NII OKAI LARYEA,,,FRANK OBENG,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Anyaa-Sowutuom,Greater Accra,117601,78686,78435,251,54165,723,,23304,,,243,,,,,,,,,,,,,,,,,,,,,,,SHIRLEY AYORKOR BOTCHWEY,YUSSIF ABDUL RAHMAN,,DAVID NII ABOSSEY BRAIDE,,,DAVID KABUTEY,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Ashaiman,Greater Accra,136989,89318,88953,365,35697,507,,52400,,,109,,,,,,,,,,,,,,,,,240,,,,,,LABARAN YAKUBU BARRY,KOJO ATTA AYETEY,,ERNEST HENRY NORGBEY,,,HAMIDA BIDOLTI DAMBA,,,,,,,,,,,,,,,,,YAKUBU MUSAH,,,,,
2016,Parliament,Ayawaso Central,Greater Accra,89608,61560,61344,216,33726,265,50,27180,,,123,,,,,,,,,,,,,,,,,,,,,,,HENRY QUARTEY,DANIEL KOFI AIDOO,BENJAMIN BEDIAKO,ANI-AGYEI WILLIAM AFFUM,,,AWUA-PEASAH QUARSHIE GYENYAME,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Ayawaso East,Greater Accra,56105,37878,37690,188,13599,438,72,23407,,,174,,,,,,,,,,,,,,,,,,,,,,,PETER MIREKU KWAME ANTWI,MOHAMMED IBRAHIM BILAL,ALHASSAN ABUBAKARI,NASER MAHAMA TOURE,,,ABDUL GANIYU SHAIBU,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Ayawaso North,Greater Accra,54086,37129,36927,202,14644,,,22144,,,139,,,,,,,,,,,,,,,,,,,,,,,AMINU MOHAMMED ZAKARI,,,YUSSIF I. JAJAH,,,RICHARD HUDSON KOFI AHAMAZIE,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Ayawaso West Wuogon,Greater Accra,8745,57053,56862,191,32591,1099,,22534,,,638,,,,,,,,,,,,,,,,,,,,,,,EMMANUEL KYEREMATENG AGYARKO,WILLIAM KOFI DOWOKPOR,,DELALI KWASI BREMPONG,,,KWEKU QUANSAH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Bortianor-Ngleshie-Amanfro,Greater Accra,76352,49440,49035,405,26034,2529,,19405,,867,200,,,,,,,,,,,,,,,,,,,,,,,HABIB SAAD,ADJETEY LARBIE,,BRIGHT EDWARD KODZO DEMORDZI,,EVANS NII DJABUM MENSH,PETER ADZIDO,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Dadekotopon,Greater Accra,119966,79678,79327,351,40126,,,38504,,,697,,,,,,,,,,,,,,,,,,,,,,,VINCENT SOWAH ODOTEI,,,NII AMASAH NAMOALE,,,CYNTHIA MENSAH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Dome-Kwabenya,Greater Accra,138557,93733,93373,360,63488,,157,29392,,,336,,,,,,,,,,,,,,,,,,,,,,,SARAH ADWOA SAFO,,ABDUL KADRI,NURUDEEN MOHAMMED,,,MARTHA AKPAH YEBOAH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Domeabra-Obom,Greater Accra,76352,21509,20937,572,3710,317,,14301,,,93,,,,,,,,,,,,,,,,,,,2516,,,,DARISON BABA MOHAMMED,GIDEON DUODU,,SOPHIA KAREN ACKUAKU,,,EKOW JONES-MENSAH SNR,,,,,,,,,,,,,,,,,,,PIUS KWAME FIAKUNA,,,
2016,Parliament,Korle Klottey,Greater Accra,99603,67170,66836,334,29122,,,33609,,,194,,,,,,,,0,,,,,,,,,,,3911,,,,ADDISON PHILIP KOJO ADDO,,,ZENATOR AGYEMAN RAWLINGS,,,GODWIN OPARE ADDO,,,,,,,,ROCKSON JOSHUA KOFI BRIENT,,,,,,,,,,,VALENTINO NII NOI NORTEY,,,
2016,Parliament,Kpone-Katamanso,Greater Accra,94611,59784,59451,333,27001,588,,30541,,,,,,,,,,,,,,,,,,,,,,1321,,,,SOLOMON TETTEY APPIAH,STANLEY KWESI KLEM,,JOSEPH NII LARYEA AFOTEY AGBO,,,,,,,,,,,,,,,,,,,,,,PEARL AKUA AGYEMANG,,,
2016,Parliament,Krowor,Greater Accra,97064,63747,63555,192,32463,626,,30357,,,109,,,,,,,,,,,,,,,,,,,,,,,ELIZABETH AFOLEY QUAYE,HUPPENBAUER HUBERT HUGO,,AGNES NAA MOMO LARTEY,,,AMARTEY FANNY,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Ledzokuku,Greater Accra,137375,89661,89189,472,45259,,95,43092,,,433,,,,,,,,,,,,,,,,,,,310,,,,BENARD OKOE BOYE,,YAKUBU FAHARUDEEN,BENITA SENA OKITY-DUAH,,,EMMANUEL NII ASHIA ANYANKOR,,,,,,,,,,,,,,,,,,,STENPHEN STANLEY QUAYE,,,
2016,Parliament,Madina,Greater Accra,116361,73706,73381,325,40283,625,,31650,,,330,,,,,,,,,,,,,,,,,,,493,,,,ABU-BAKAR SADDIQUE BONIFACE,JAMES REYNOLDS BOAFO-BAAFI,,AMADU BUKARI SOROGHO,,,JOSHUA KWAO NARTEY,,,,,,,,,,,,,,,,,,,NII MENSAH OKPOTI KODIA,,,
2016,Parliament,Ningo Prampram,Greater Accra,61069,38458,37873,585,13588,110,,23860,,,212,,,,,,,,,,,,,,,,,103,,,,,,SYLVESTER TETTEH,CASMIRE NII OKINE MENSAH,,SAMUEL NARTEY GEORGE,,,FREDRICK MARMAH MARTEY,,,,,,,,,,,,,,,,,RICHARD A. NARTEY,,,,,
2016,Parliament,Odododiodioo,Greater Accra,100468,64614,64179,435,26671,411,,36606,,,422,,,,,,,,,,,,,,,,,69,,,,,,EDWARD PATRICK NII LANTEY BANNERMAN,WILLIAM LARBI,,EDWIN NII LANTEY VANDERPUYE,,,SAMPSON ISSAKA,,,,,,,,,,,,,,,,,JONATHAN MITCHEL HEWARD-MILLS,,,,,
2016,Parliament,Okaikwei Central,Greater Accra,76248,46610,46475,135,28505,246,,17630,,,94,,,,,,,,,,,,,,,,,,,,,,,PATRICK YAW BOAMAH,MICHAEL MIREKU SASU,,AABDUL RASHID ISSAH,,,SOPHIA T. ANNAN,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Okaikwei North,Greater Accra,76248,52104,51922,188,28083,,,23617,,,156,,,,,,,,,,,,,,,,,66,,,,,,FUSEINI ISSAH,,,ABDUL RAZAK ISSAH,,,MATTHEW KWASI OBENG BOADU,,,,,,,,,,,,,,,,,JOSEPH AKOTO LAMPTEY,,,,,
2016,Parliament,Okaikwei South,Greater Accra,95120,57756,57493,243,33820,1470,,21924,,,279,,,,,,,,,,,,,,,,,,,,,,,AHMED ARTHUR,HARRIET ANITA ABAIDOO,,ALEXANDER ACKUAKU,,,AFUA ASANTE,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Sege,Greater Accra,35716,25235,24811,424,11342,200,,13269,,,,,,,,,,,,,,,,,,,,,,,,,,AGORHOM DIVINE OTOO,MORTEY INUSAH DOE,,OTUTEYE CHRISTIAN CORLETEY,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Shai-Osudoku,Greater Accra,46361,30287,29989,298,6518,3203,,20114,,,154,,,,,,,,,,,,,,,,,,,,,,,STENPHEN NENE OYORTEY,EMMANUEL MAATEY TETTEH,,LINDA OBENEWAA AKWELEY OCLOO,,,SOLOMON NARH DORH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Tema-Central,Greater Accra,60399,41581,41480,101,28334,,,12937,,,209,,,,,,,,,,,,,,,,,,,,,,,KOFI BRAKO,,,EBI BRIGHT,,,NENYI-POBEE SAM,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Tema-East,Greater Accra,93403,60674,60176,498,31782,,,27757,,,229,,,,,,,,,,,,,,,,,,,408,,,,DANIEL NII KWARTEY TITUS-GLOVER,,,ROBERT KEMPES PAPA NII OFOFSUWARE,,,RICHMOND LAWER MENSAH,,,,,,,,,,,,,,,,,,,THEOPHILUS NII ANKAMAH DENSU-TETTEH,,,
2016,Parliament,Tema-West,Greater Accra,114509,75147,74902,245,44579,404,,29742,,,99,,,,,,,,,,,,78,,,,,,,,,,,KINGSLEY CARLOS AHENKORAH,MARSHALL DOGBATSEY,,JAMES ENU,,,PETERKIN KWAME KIN-ADANO,,,,,,,,,,,,KWEKU AWOTWE,,,,,,,,,,
2016,Parliament,Trobu,Greater Accra,112442,76336,76084,252,48948,255,,26348,,,103,,,,,,,,,,,,,,,,,,430,,,,,MOSES ANIM,KUGBLENU NOAH,,MAAME EFUA SEKYI-AIDDO,,,TWUM BARIMA EMMANUEL,,,,,,,,,,,,,,,,,,DIAMOND HANNAH APPIAH,,,,
2016,Parliament,Weija-Gbawe,Greater Accra,89843,59926,59729,197,34216,426,,25087,,,,,,,,,,,,,,,,,,,,,,,,,,TINA GIFTY NAA AYELEY MENSAH,JESSICA MANUEL,,OBUOBIA DARKO-OPOKU,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Bimbilla,Northern,72202,52684,51663,1021,29827,2905,,17918,,,1013,,,,,,,,,,,,,,,,,,,,,,,NITIWUL BINGAB ADUNA DOMINIC,IDDISAH ZAHARATU,,JOSEPH KWABENA MANBOAH-ROCKSON,,,ALHASSAN SOMED DASANA,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Bole-Bamboi,Northern,38856,23937,23462,475,5711,284,,17326,,,141,,,,,,,,,,,,,,,,,,,,,,,ALELE VERONICA HEMING,AKWESI OSMAN DANIEL,,YUSIF SULEMANA,,,ISSAHAKU SIIBU,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Bunkpurugu,Northern,40966,30251,29732,519,14590,,,14306,,,180,,,,,,,,,,,,,,,,,,,656,,,,SOLOMON NAMLIIN BOAR,,,ANTHONY BUETEEN GINGONG,,,NAWANG DAVID MONIPAAK,,,,,,,,,,,,,,,,,,,NAMBURR BERRICK,,,
2016,Parliament,Chereponi,Northern,31340,25493,25106,387,11681,131,83,13211,,,,,,,,,,,,,,,,,,,,,,,,,,AZUMAH NAMORO SANDA,DANIEL MUSAH NANYAME,EUGENE TAMADO KOFIKAN BASHIRU,SAMUEL ABDULAI JABANYITE,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Daboya-Mankarigu,Northern,23754,18277,17892,385,8589,,,9208,,,95,,,,,,,,,,,,,,,,,,,,,,,TIKA SAMUEL YEYU,,,SHAIBU MAHAMA,,,ALIDU MAHAMA,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Damongo,Northern,24547,18769,18586,183,8139,112,,10263,,,72,,,,,,,,,,,,,,,,,,,,,,,ALBERT KASSIM DIWURA,ABDUL-RASHID LAWAL,,ADAM MUTAWAKILU,,,SULEMANA HAMDAL,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Gushegu,Northern,52744,42663,41552,1111,22529,316,,18479,,,228,,,,,,,,,,,,,,,,,,,,,,,ZIBLIM IDDI,ALHASSAN ABASS,,THOMAS KWESI NASAH,,,ISSAH BABA,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Karaga,Northern,43341,33206,32303,903,10798,5405,120,15820,,,160,,,,,,,,,,,,,,,,,,,,,,,SULEMANA IBN SA-EED,MOHAMMED ALHASSAN SOMUAH,ALHASSAN ABDUL-GANIYU,ALHASSAN SUALIHU DANDAWA,,,OSMAN ADAM IDDRISU,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Kpandai,Northern,51773,38768,37983,785,19044,463,,18301,,,90,,,,,,,,,,,,,,,,,85,,,,,,MATTEW NYINDAM,MUNIRU SALIFU ALI NNAN,,LIKPALIMOR KWAJO TAWIA,,,INUSAH RASHID,,,,,,,,,,,,,,,,,DONKOR ERIC NIPANI,,,,,
2016,Parliament,Kumbungu,Northern,44019,34712,34122,590,5196,1623,,18777,,,8405,,,,,,,,,,,,,,,,,121,,,,,,IDDRISU MUTARU,ABUKARI ABDUL FATAWU,,RAS MUBARAK,,,AMADU MOSES YAHAYA,,,,,,,,,,,,,,,,,MOHAMMED MUTARU SULEMANA,,,,,
