YEAR,OFFICE,CONSTITUENCY,REGION,REGISTERED_VOTERS,VOTES_CAST,VALID_VOTES,VOTES_REJECTED,NPP,PPP,PNC,NDC,DFP,DPP,CPP,RPD,NRP,UGM,UFP,URP,YPP,EGLE,GCPP,GFP,GNP,NVP,NDP,NCP,PCP,IPC,IPP,APC,UPP,IND1,IND2,IND3,IND4,NPP_C,PPP_C,PNC_C,NDC_C,DFP_C,DPP_C,CPP_C,RPD_C,NRP_C,UGM_C,UFP_C,URP_C,YPP_C,EGLE_C,GCPP_C,GFP_C,GNP_C,NVP_C,NDP_C,NCP_C,PCP_C,IPC_C,IPP_C,APC_C,UPP_C,IND1_C,IND2_C,IND3_C,IND4_C
2016,Parliament,Juaben,Ashanti,37836,29366,29198,168,23115,,,5530,,,553,,,,,,,,,,,,,,,,,,,,,,,AMA POMAA BOATENG,,,NANA PREMPEH AMANKWAAH,,,GALLO STEPHEN AYITEY,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Kumawu,Ashanti,34736,28022,27881,141,21794,,,5899,,,188,,,,,,,,,,,,,,,,,,,,,,,PHILIP BASOAH,,,EMMANUEL WILLIAM AMOAKO,,,OPOKU KYEI CLIFFORD,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Kwabre East,Ashanti,112697,86611,86369,242,71754,407,364,13673,,,174,,,,,,,,,,,,,,,,,,,,,,,FRANCISCA OTENG MENSAH,GRACE AFFRAM,JAHDILHAQ MOHAMMED MUSTAPHA,ADAMS IDDISAH,,,OSEI BOADU EMMANUEL,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Kwadaso,Ashanti,88715,68641,68475,166,61631,,374,6263,,,207,,,,,,,,,,,,,,,,,,,,,,,SAMIU KWADWO NUAMAH,,ADONGO AKWASI DAVID,MONICA BAWUAH,,,KWAME BOATENG ANTWI,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Mampong,Ashanti,62890,48085,47766,319,36532,358,175,10214,,,118,,,,270,,,,99,,,,,,,,,,,,,,,KWAKU AMPRATWUM SARPONG,REBECCA OTUM,AHMED IBRAHIM SALEH,MOHAMMED KOJO ABOASU,,,CHRISTOPHER ADANSI BONA,,,,OSEI KOFI EDWARD ADEPA,,,,,,,,,,,,,,,,,,
2016,Parliament,Manhyia North,Ashanti,68276,50739,50559,180,36299,2868,265,10955,,,,,,,,,,,172,,,,,,,,,,,,,,,COLLINS OWUSU AMANKWAH,BERTRIN AMPONSAH BIRITWUM,SHEIHU MANGAH,YAHUZA ABDUL RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Manhyia South,Ashanti,54231,41813,41730,83,35958,519,,5043,,,209,,,,,,,,,,,,,,,,,,,,,,,MATTHEW OPOKU PREMPEH,BOADU RICHARD,,SYLVESTER LEWIS KOFIE,,,ASANTE EUGEN,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Manso Adubia,Ashanti,47529,34860,34461,399,24074,3092,183,7112,,,,,,,,,,,,,,,,,,,,,,,,,,YAW FRIMPONG ADDO,ISAAC BRONYA,ADOM SELINA,MARFO BENJAMIN,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Manso Nkwanta,Ashanti,50644,38875,38600,275,32140,123,68,5503,,,,,,,162,,,,44,,,,,,,,,,,560,,,,QUARM JOSEPH ALBERT,OSEI COFFEE ISAAC,NYARKO VERONICA,ALEX KWAME BONSU,,,,,,,OSEI MICHEAL,,,,,,,,,,,,,,,,,,
2016,Parliament,New Edubiase,Ashanti,45272,33008,32718,290,18477,,,14050,,,191,,,,,,,,,,,,,,,,,,,,,,,GEORGE ODURO,,,ERNEST KOFI YAKAH,,,SOLOMON BOADU,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Nhyiaeso,Ashanti,77165,58279,58092,187,47743,611,,9606,,,,,,,,,,,,,,,,,,,,,,132,,,,KENNEDY KWASI KANKAM,KOFI DEBRAH AFRIFA,,SAMUEL SARPONG,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Nsuta-Kwamang-Beposo,Ashanti,39337,29322,28988,334,14792,,66,8382,,,137,,,,,,,,,,,,,,,,,,,5504,,,,KWAME ASAFU-ADJEI,,KWABENA SARPONG-KUMANKAMAH,EBENEZER AKUOKO FRIMPONG,,,OKYERE NTI SAMUEL,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Obuasi East,Ashanti,55670,40031,39801,230,27715,1318,66,10604,,,98,,,,,,,,,,,,,,,,,,,,,,,PATRICK BOAKYE-YIADOM,FRANK ABOAGYE DANYANSAH,SHAIBU FUSEINI,RICHARD OFORI-AGYEMAN BOADI,,,EMMANUEL ODURO FOSU,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Obuasi West,Ashanti,65757,47045,46816,229,32049,2905,78,11587,,,147,,,,,,,,50,,,,,,,,,,,,,,,KWAKU AGYEMAN KWARTENG,AFUA ANSAA ASIEDU,MOHAMMED ISSIFU,JOHN ALEXANDER ACKON,,,BANDOH DABIE KWAME,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Odotobiri,Ashanti,45033,35725,35165,560,23255,451,,4005,,,223,,,,,,,,,,,,,,,,,,,4098,3133,,,EMMANUEL AKWASI GYAMFI,OWUSU FRANCIS,,DEDE APPIAH EMMANUEL,,,MINKA PRINCE,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Offinso North,Ashanti,47826,34829,33919,910,18028,,51,15734,,,106,,,,,,,,,,,,,,,,,,,,,,,NTIM AUGUSTINE COLLINS,,ABDUL NASIR DINI,SAMUEL KOJO APPIAH-KUBI,,,BOATENG JAMES KWAKU,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Offinso South,Ashanti,68041,51876,51423,453,32496,3749,,13942,,,149,,,,,,,,,,,,,,,,,,,1087,,,,BEN ABDALLAH BANDA,KWADWO AMOATENG,,JULIA ANOHENE,,,GRACE DONYERE,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Oforikrom,Ashanti,120770,85174,84875,299,62659,,215,21611,,,390,,,,,,,,,,,,,,,,,,,,,,,EMMANUEL MARFO,,MUNIRU SEIDU MOHAMMED,JONNY OSEI KOFI,,,SALIFU ZAKARI,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Old Tafo,Ashanti,75234,56324,55937,387,44066,,,11704,,,92,,,,,,,,75,,,,,,,,,,,,,,,ANTHONY AKOTO OSEI,,,MEMUNA KABORE ABU-BAKR SADDIQUE,,,ISSAH ABDUL SALAM,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Sekyere Afram Plains,Ashanti,13753,9442,9275,167,3549,,,5644,,,,,,,,,,,82,,,,,,,,,,,,,,,JOSEPH OWUSU,,,ALEX ADOMAKO-MENSAH,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Suame,Ashanti,101649,77192,77016,176,65260,,203,10817,,,413,,,,,,,,211,,,,,,,,,112,,,,,,OSEI  KYEI-MENSAH-BONSU,,ADAM MOHAMMED,YAW BROGYA GENFI,,,SULEMAN MOHAMMED,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Subin,Ashanti,82495,61071,60919,152,47406,693,625,11591,,,189,,,,,,,,,,,,,,,,,,,415,,,,EUGENE BOAKYE ANTWI,TEIKO DANIEL,SULEMANA SEIDU,OWUSU ABABIO,,,LEONARD KENNETH ERZUAH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Asunafo North,Brong Ahafo,75043,56596,56066,530,31681,275,,24000,,,110,,,,,,,,,,,,,,,,,,,,,,,EVANS OPOKU BOBIE,SETH ADOMAKO,,MOHAMMED KWAKU DOKU,,,STELLA OPOKU MENSAH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Asunafo South,Brong Ahafo,52257,39311,38926,385,18091,126,27,20618,,,64,,,,,,,,,,,,,,,,,,,,,,,BOAKYE GEORGE,MUSAH ABDULAI,ASAMOAH AGYEMANG,ERIC OPOKU,,,BRIGHT OPPONG,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Asutifi North,Brong Ahafo,38758,29235,29022,213,15955,,,12970,,,97,,,,,,,,,,,,,,,,,,,,,,,BENHAZIN JOSEPH DAHAH,,,ERIC ADDAE,,,NANA APPIAH GYEKYE,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Asutifi South,Brong Ahafo,37895,28242,27976,266,12026,,51,15855,,,44,,,,,,,,,,,,,,,,,,,,,,,MRS. CECILIA GYAN AMOAH,,ADU SAMUEL KENT,ALHAJI COLLINS DAUDA,,,DANKWAH KOFI RICHMOND,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Atebubu-Amantin,Brong Ahafo,54382,38353,37722,631,19218,255,,18078,,,171,,,,,,,,,,,,,,,,,,0,,,,,MOSES ANIM,KUGBLENU NOAH,,MAAME EFUA SEKYI- AIDOO,,,TWUM BARIMA EMMANUEL,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Banda,Brong Ahafo,16030,11964,11852,112,5660,,,6167,,,0,,,,,,,,,,,,25,,,,,,,,,,,JOE DANQUAH,,,AHMED IBRAHIM,,,OBIMPEH  KWAME,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Berekum East,Brong Ahafo,56433,39614,39325,289,23057,175,25,15848,,,220,,,,,,,,,,,,,,,,,,,,,,,KWABENA TWUM-NUAMAH,ERIC NANA AMPONSAH,ABIGAIL BAIFI,OPOKU BOAKYE-YIADOM,,,SALIFU ALI DAYINDAY,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Berekum West,Brong Ahafo,25872,18419,18266,153,10289,117,,7860,,,,,,,,,,,,,,,,,,,,,,,,,,KWAKU AGYENIM-BOATENG,SOLOMON KWADWO AMPONSAH,,DICKSON KYERE-DUAH,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Dormaa Central,Brong Ahafo,58662,42364,41969,395,22277,87,52,19372,,,181,,,,,,,,,,,,,,,,,,,,,,,KWAKU AGYEMAN-MANU,SAMUEL KOFI OKRAH,OTENG ADJEI KWAME,JOHN KWAME ADU JACK,,,KUMAH YEBOAH ASUAMAH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Dormaa East,Brong Ahafo,32362,23719,23468,251,14637,276,,8490,,,65,,,,,,,,,,,,,,,,,,,,,,,WILLIAM KWASI SABI,AMEYAW FRANK,,FRANK KUMI,,,OSEI BISMARK,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Dormaa West,Brong Ahafo,23456,16725,16553,172,8422,,,8131,,,,,,,,,,,,,,,,,,,,,,,,,,ALI MAIGA HALIDU,,,VINCENT OPPONG ASAMOAH,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Jaman North,Brong Ahafo,44758,28771,28353,418,14715,327,,13216,,,95,,,,,,,,,,,,,,,,,,,,,,,SIAKA STEVENS,NSOAH JOSEPH,,AHENKWAH YAW FREDERICK,,,SAMMOR-DUAH EMMANUEL,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Jaman South,Brong Ahafo,56390,38355,37946,409,24616,189,72,12777,,,95,,,,,,,,,,,,197,,,,,,,,,,,AFFUL YAW,DAVID AWUPORI VUGUSEH,ADDAI DANIEL,KOJO BOAKYE DJAN,,,OSEI KYEREME EMMANUEL,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Kintampo North,Brong Ahafo,59978,42344,41576,768,17610,,,22407,,,231,,,,,,,,,,,,217,,,,,,,1111,,,,NKANGMAH MATEERL CHARLES,,,KWASIETU-BONDE,,,GEORGE MENSAH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Kintampo South,Brong Ahafo,41704,29828,29476,352,14210,,,15266,,,,,,,,,,,,,,,,,,,,,,,,,,GYAN ALEXANDER,,,FELICIA ADJEI,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Nkoranza North,Brong Ahafo,28768,21507,21243,264,11606,,53,9353,,,137,,,,,,,,94,,,,,,,,,,,,,,,DEREK ODURO,,BASENI JOSEPH,KWADWO AGYE-DWOMOR,,,OPOKU-TWENE MICHEAL,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Nkoranza South,Brong Ahafo,60149,44392,43967,425,22300,227,25,21315,,,100,,,,,,,,,,,,,,,,,,,,,,,KONADU-YIADOM CHARLES,OSEI ANTWI EMMANUEL,AMPOUR FLORENCE,EMMANUEL KWADWO AGYEKUM,,,BAAH METHUSALA JUSTICE,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Pru East,Brong Ahafo,40139,24614,24046,568,8749,1580,,13512,,,75,,,,,,,,,,,,130,,,,,,,,,,,KING-DAVID KWAO A.,DANJUMAH DESMOND,,KWABENA DONKOR,,,NOAH KEN BODAI,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Pru West,Brong Ahafo,30470,21961,21626,335,10698,145,,10740,,,43,,,,,,,,,,,,,,,,,,,,,,,JALULAH STEPHEN PAMBIIN,ASAMOAH KWABENA ERIC,,MASAWUD MOHAMMED,,,AKURUGU ZAKARIA ATIAH,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Sene East,Brong Ahafo,22921,15218,14815,403,4694,,,9936,,,185,,,,,,,,,,,,,,,,,,,,,,,MBANYIE ABRAHAM KWADWO,,,DOMINIC NAPARE,,,KOFI FAASEMKYE,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Sene West,Brong Ahafo,29004,20150,19725,425,8747,565,,10229,,,184,,,,,,,,,,,,,,,,,,,,,,,JOSEPH MACKAY-KUMAH,DRAMANI MANU,,KWAME TWUMASI AMPOFO,,,DANIYAWU MOHAMMED,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Sunyani East,Brong Ahafo,100772,70345,69809,536,38009,910,221,14549,,,104,,,,,,,,,,,,,,,,,105,,15911,,,,KWASI AMEYAW-CHEREMEH,VIVIAN KAKIE TETTEH,ALANYINA SAMPANA SAMPSON,KWASI OPPONG ABABIO,,,TITUS ESHUN,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Sunyani West,Brong Ahafo,66288,47672,47280,392,29215,,118,17689,,,258,,,,,,,,,,,,,,,,,,,,,,,IGNATIUS BAFFOUR AWUAH,,ADONGO MATILDA,JUSTICE SAMUEL ADJEI,,,BAAH FRED,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Tain,Brong Ahafo,47793,32643,31905,738,14569,251,,14528,,,80,,,,,,,,,,,,2477,,,,,,,,,,,GABRIEL OSEI,BEKOE PAUL,,KWASI AGYEMAN GYAN-TUTU,,,ADJEIWAA RITA,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Tano North,Brong Ahafo,46421,34407,34101,306,19815,339,,13801,,,146,,,,,,,,,,,,,,,,,,,,,,,FREDA PREMPEH,ASANTE MARK,,APRAKU LARTEY,,,ERIC OBRNG-ADJEI,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Tano South,Brong Ahafo,51847,38728,38483,245,21018,224,,17215,,,26,,,,,,,,,,,,,,,,,,,,,,,BENJAMIN YEBOAH SEKYERE,TIMOTHY ANABILA,,HANNA LOUISA BISIW,,,ADDAI MUNUMKUM,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Techiman North,Brong Ahafo,43025,32717,32367,350,17252,708,27,14312,,,68,,,,,,,,,,,,,,,,,,,,,,,MARTIN OTI GYARKO,IBRAHIM KOFI MARFO,BEN MUBARIK,ALEX KYEREMEH,,,AGARTHA AMPOMAA,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Techiman South,Brong Ahafo,106220,74448,73827,621,37257,886,,35684,,,,,,,,,,,,,,,,,,,,,,,,,,HENRY YEBOAH YIADOM-BOACHIE,SEULEMANA IBRAHIM,,ADJEI MENSAH,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Wenchi,Brong Ahafo,59137,40482,40070,412,21127,1659,,17110,,,174,,,,,,,,,,,,,,,,,,,,,,,PROF GEORGE GYAN-BAFFOUR,IBRAHIM MUSAH,,OSEI HAYFORD KWADWO,,,NURUDEEN SUFYAN,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Abura-Asebu-Kwamankese,Central,67748,44385,43923,462,22245,1054,116,20508,,,,,,,,,,,,,,,,,,,,,,,,,,ELVIS MORRIS DONKOH,CLEMENT ABAIDOO,KWAME EDU OFORI,SAMUEL KWEKU HAYFORD,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Agona East,Central,46995,39063,38612,451,18513,,,19789,,,310,,,,,,,,,,,,,,,,,,,,,,,JAMES OWUSU BARNES,,,QUEENSTAR POKUAH SAWYERR,,,APPIAH KUBI SHARFIU,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Agona West,Central,82408,56878,56470,408,32770,,,23423,,,277,,,,,,,,,,,,,,,,,,,,,,,CYNTHIA MAMLE MORRISON,,,CHARLES OBENG-INKOOM,,,EVANS IDAN COFFIE,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Ajumako Enyan Esiam,Central,69151,48290,47810,480,21903,194,,25601,,,55,,,,,,,,,,,,57,,,,,,,,,,,RANSFORD EMMANUEL KWESI NYARKO,JERRY HENRY QUANSAH,,CASSIEL ATO BAAH FORSON,,,MONICA DAAPONG,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Asikuma-Oboben-Brakwa,Central,68903,47975,47417,558,23760,237,,23330,,,90,,,,,,,,,,,,,,,,,,,,,,,ANTHONY EFFAH,RICHARD ATO QUAINOO,,ALHASSAN KOBINA GHANSAH,,,HAYFORD AMOAKO,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Assin Central,Central,42437,28913,28751,162,17979,,,10618,,,154,,,,,,,,,,,,,,,,,,,,,,,KEN OHENE AGYAPONG,,,KOFI BLANKSON,,,JOHN DACOSTA BOTCHEY,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Assin North,Central,41149,27812,27398,414,15553,979,,10751,,,115,,,,,,,,,,,,,,,,,,,,,,,ABENA DUROWAA MENSAH,ISAAC MANU,,SAMUEL AMBRE,,,SANNI MAHAMA,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Assin South,Central,55661,39887,39509,378,23308,,,15683,,,141,,,,,,,,,,,,,,,,,,,377,,,,JOHN NTIM FORDJOUR,,,SABINA APPIAH-KUBI,,,SANKOFIE ABBAM LARTEY,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Awutu Senya East,Central,97683,59918,59646,272,34656,494,,24373,,,123,,,,,,,,,,,,,,,,,,,,,,,MAVIS HAWA KOOMSON,NANA KWEKU APPIAH KWARTENG,,ADAMS NUHU,,,ADDY ISHMAEL,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Awutu Senya West,Central,73142,55254,54759,495,28867,,,25664,,,228,,,,,,,,,,,,,,,,,,,,,,,ANDAH GEORGE NENYI KOJO,,,HANNAH SERWAAH TETTE,,,ALLAN BARNES YAWSON,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Cape Coast North,Central,60452,39392,39123,269,19475,3251,,16309,,,88,,,,,,,,,,,,,,,,,,,,,,,BARBARA ASHER AYISI,SARAH MARY BUCKNOR,,KWABENA OWUSU AKYEAMPONG,,,PETER CAESAR KWEGYIR AGGREY,,,,,,,,,,,,,,,,,,,,,,
2016,Parliament,Cape Coast South,Central,56576,41257,41061,196,19718,606,,20456,,,78,,,,,,,,,,,,,,,,,,,203,,,,MICHAEL ARTHUR DAZDE,BRIGHT EDEM DROEFENU,,RICKETTS HAGAN KWEKU,,,ATO AIDOO-NYANYOR,,,,,,,,,,,,,,,,,,,,,,
