YEAR,OFFICE,CONSTITUENCY,REGION,REGISTERED_VOTERS,VOTES_CAST,VALID_VOTES,VOTES_REJECTED,NPP,PPP,PNC,NDC,DPP,CPP,UFP,URP,YPP,GCPP,GFP,NVP,NDP,IPC,IPP,IND1,IND2,IND3,IND4,NPP_C,PPP_C,PNC_C,NDC_C,DPP_C,CPP_C,UFP_C,URP_C,YPP_C,GCPP_C,GFP_C,NVP_C,NDP_C,IPC_C,IPP_C,IND1_C,IND2_C,IND3_C,IND4_C
2012,Parliament,Afram Plains South,Eastern,32879,25048,24317,731,7348,,,14946,,209,,,,,,,,,,1814,,,,Adongo Anthony,,,Joseph Appiah Boateng,,Darfour Janet,,,,,,,,,,Ahaligah Raphael Kofi,,,
2012,Parliament,Akim Oda,Eastern,37399,30571,30244,327,18972,782,,6315,,,,,,,,,278,,,1993,1626,278,,William Agyapong Quaittoo,Kofi Asamoah - Siaw,,Kwabena Nkansah Asare,,,,,,,,,Aninakwah Joshua Kwabena,,,Augustus Ennin Attafuah,Baa Abore,Kofi Asare Brako,
2012,Parliament,Akim Swedru,Eastern,19035,16178,15894,284,8865,231,,3533,,,,,,,,,48,,,3217,,,,Kennedy Osei Nyarko,Akwasi Amankwah Marfo,,Robert Samuel Ansah,,,,,,,,,Godwin Boadi,,,Joseph Ampomah Bosompem,,,
2012,Parliament,Akuapem South,Eastern,32114,26007,25577,430,12720,450,,8694,,3713,,,,,,,,,,,,,,Osei Bonsu Amoah,Micheal Asante,,William Ntow Boahene,,Isaac Opare Addo,,,,,,,,,,,,,
2012,Parliament,Akwapim (Akwapem) North,Eastern,55392,44538,43873,665,26828,689,80,15588,,84,,,,,,,81,,,523,,,,William Ofori Boafo,Kwaku Fredua-Agyeman,Beatrice Addo,Margaret Ansah,,Joseph Arkor Kwasi Sakyimante,,,,,,,Alhaji Mohammed Muftao Seidu,,,Edward Yehonu Akakpo,,,
2012,Parliament,Akwatia,Eastern,46978,40974,40246,728,19737,201,,20308,,,,,,,,,,,,,,,,Kofi Asare,Felix Seth Larbi,,Baba Jamal Mohammed Ahmed,,,,,,,,,,,,,,,
2012,Parliament,"Asene, Akroso, Manso",Eastern,38489,31569,31062,507,17881,1152,,11765,,,,,,,,,264,,,,,,,Yaw Owusu-boateng,Nyarko Ofori Daniel,,Richard Roland Acquaah,,,,,,,,,Sintim Kwadwo Tanoh,,,,,,
2012,Parliament,Asuogyaman,Eastern,51164,41036,39534,1502,20750,0,39,18650,,95,,,,,,,0,,,,,,,Kofi Osei-Ameyaw,Rev. Solomon Adu Obuobi,Slanzy Atsu Wornah,Asare-Akoto Joses,,Mensah Albert Corbla,,,,,,,Dwamena Bekoe,,,,,,
2012,Parliament,Atiwa East,Eastern,28231,23541,23291,250,16409,195,,6480,,,,,,,,207,,,,,,,,Abena Osei Asare,Boateng Okyere,,Asante Foster,,,,,,,,George Padmore Apraku,,,,,,,
2012,Parliament,Atiwa West,Eastern,27485,23388,23160,228,17176,,,5984,,,,,,,,,,,,,,,,Kwasi Amoako-Attah,,,Emmanuel Atta Twum,,,,,,,,,,,,,,,
2012,Parliament,Ayensuano,Eastern,46900,39644,39100,544,21893,329,,16878,,,,,,,,,,,,,,,,Ayeh - Paye Samuel,Prince T K Menyeh,,Michael S D Kodua,,,,,,,,,,,,,,,
2012,Parliament,Fanteakwa North,Eastern,29770,23895,23464,431,11798,611,,10825,,,,,,,,,230,,,,,,,Kwabena Amankwa Asiamah,Nkansah Amos,,Abass Fuseini Sbaabe,,,,,,,,,Odame Kwame Darkwa,,,,,,
2012,Parliament,Fanteakwa South,Eastern,24363,20418,20168,250,11683,1907,,6560,,,,,,,,,18,,,,,,,Kofi Okyere-Agyekum,Godfried Mark Dankwah Nyarko,,Kofi Agyarko-Danquah,,,,,,,,,Cham Gabriel,,,,,,
2012,Parliament,Kade,Eastern,62679,51269,50522,747,27506,296,,17168,,,,,,,,,,,,5552,,,,Ofosu Asamoah,Turkson Ebenezer,,George Agyemang Duah,,,,,,,,,,,,Eric Ntiri Mensah,,,
2012,Parliament,Lower Manya Krobo,Eastern,60674,47747,46587,1160,16811,1488,40,24367,,92,,,,131,,,,,,3658,,,,Difie Dedo Agyarko Kusi,Joshua Tetteh Narh,Peter Teye Batsa,Ebenezer Okletey Terlabi,,Foster Emmanuel Okley,,,,Atter Joseph Korley,,,,,,Michael Teye Nyaunu,,,
2012,Parliament,Lower West Akim,Eastern,57271,46279,46132,147,26663,758,117,18225,98,271,,,,,,,,,,,,,,Klenam Gifty,Andrews Ofori Darko,Abdul Karim Yahuza Mohammed Awal,Martin Bruce Opare,Nyedua Kofi Evans,Mohammed Osman,,,,,,,,,,,,,
2012,Parliament,Mpraeso,Eastern,41593,33374,32741,633,22417,699,166,8792,,667,,,,,,,0,,,,,,,Seth Kwame Acheampong,Boateng Kenneth Ampadu,Kwaku Asante,Joseph Omari,,Semefah Mawutor,,,,,,,Albert Bamfo,,,,,,
2012,Parliament,New Juaben North,Eastern,34903,30138,29851,287,19970,150,,8911,,103,,,,,,,23,,,517,177,,,Kwasi Boateng Adjei,Amakye Kwame Elvis,,Isaac Livingstone Asamoah,,Frank Oduro,,,,,,,Isaac Otchere Ampofo,,,Adutwum-Addo Augustine Sextus,Gabriel Norgah,,
2012,Parliament,New Juaben South,Eastern,77987,65140,64526,614,38030,1347,106,24925,,118,,,,,,,,,0,,,,,Mark Assibey-Yeboah,Enock Ansah,Nana Oboadie Boateng Bonsu,Kwaku Owusu-Acheampong,,Collins Agyei Oteng,,,,,,,,,Hefasoulnia Akyea Mensah Brown,,,,
2012,Parliament,Nkwakaw,Eastern,65061,53352,52884,468,35759,622,,16503,,,,,,,,,,,,,,,,Eric Kwakye Darfour,Addo Olivia,,Alex Somuah Obeng,,,,,,,,,,,,,,,
2012,Parliament,"Nsawam, Adoagyiri",Eastern,58564,48279,47649,630,24074,1632,173,21663,,107,,,,,,,,,,,,,,Frank Annoh Dompreh,Nick Emmanuel Afari-Arthur,Barhama Imurana Ahmed,Ben Ohene-Ayeh,,Essuman Nana Akom Kofi Collins,,,,,,,,,,,,,
2012,Parliament,"Ofoase, Ayirebi",Eastern,43647,36026,35262,764,19025,868,,13659,,289,,,,,,,,,,1421,,,,David Oppong Kusi,Dennis Terchi-Duku,,Tom Kenneth Budu,,Raynolds Y Amoako,,,,,,,,,,Appiah Jerry Asiedu,,,
2012,Parliament,Okere,Eastern,30017,25633,25208,425,15165,219,,9680,,133,,,,,,,0,,,11,,,,Daniel Botwe,Asante Solomon Roger,,George Opare Addo,,Kwabena Owusu-Darko,,,,,,,Bernice Amoah Odoi,,,Vitaarshie Yaw Isaac,,,
2012,Parliament,Suhum,Eastern,60217,49614,48791,823,24046,,118,23658,,,,,,,,,176,,,793,,,,Frederick Opare-Ansah,,Jacob Kwaku Arkoh,Julius Debrah,,,,,,,,,Dale Nettey-Marbell,,,Matilda Doccuvi,,,
2012,Parliament,Upper Manya Krobo,Eastern,35602,27278,26458,820,8904,166,0,15924,,105,,,,,37,,25,,,1297,,,,Moses Tetteh Berimah,Fred Teye Tetteh,Gideon Kpabitey Teye,Jeff Kavianu,,Rudolf Narh Yohuno,,,,,Ayer Theophilus,,Nicholas Tetteh,,,Djembi John Lawer,,,
2012,Parliament,Upper West Akim,Eastern,44552,35644,34494,1150,14973,729,56,18736,,,,,,,,,,,,,,,,Eugene Sackey,Jacob Laryea,Agnes Akweley Adorshie,Joseph Sam Amankwanor,,,,,,,,,,,,,,,
2012,Parliament,Yilo Krobo,Eastern,55597,43991,43234,757,14510,444,,26584,,176,,,,,,,981,,,539,,,,Christian Kofi Tettey,Patrick Addo Newman,,Magnus Kofi Amoatey,,Aseni Ebenezer Tetteh,,,,,,,Adamtey Ebenezer Jones Dendenden,,,Nenebi Daniel Gerald Tettey - Akomey,,,
2012,Parliament,Ablekuma Central,Greater Accra,122009,94854,94251,603,45265,1009,698,46666,46,229,,,,,,,228,,,110,,,,Ebenezer Gilbert Nii Narh,Ishmael Kabore Ahmed,Ahmed Rufai Abubakar,Theophilus Tetteh Chaie,Ibrahim Awudu,Josephine Ataa Oppong,,,,,,,Oumorou Sanda Mouhamed Bingle,,,Godlove Charles Kwatelai Quartey,,,
2012,Parliament,Ablekuma North,Greater Accra,113496,90636,88984,1652,53115,728,132,34534,,298,,,,,,,50,,,127,,,,Justice Joe Appiah,Ishmael Paakwesi Longdon,Ali Awudu,Ras Mubarak,,Odartey Mills,,,,,,,Nana Antwi - Boasiako,,,Nana Kwame Minimsaah,,,
2012,Parliament,Ablekuma South,Greater Accra,77355,60292,59703,589,23506,775,546,33540,47,1131,,,,,,,158,,,,,,,Noel Joseph Narh,Daniel Nii Amasah Kotey,Godfred A Kennedy,Frederic Fritz Baffour,Goodman Baah,Dede Esi Amanor-Wilks,,,,,,,Sylvia Naa Akushia Codjoe,,,,,,
2012,Parliament,Ablekuma West,Greater Accra,80540,63867,63514,353,36975,291,55,26153,,,,,,,,,40,,,,,,,Ursula Owusu,Perry Senyo Ahiadzro,Daniel O Noye,Victoria Hamah,,,,,,,,,Magnus Asiamah Bekoe,,,,,,
2012,Parliament,Ada,Greater Accra,34391,27540,27083,457,1824,76,,19749,,136,,,,,,,,,,5298,,,,Betty Atsupe Gorleku Quarshie,William Narh Sappor,,Comfort Doyoe Cudjoe Ghansah,,Leslie Tetteh Plahar,,,,,,,,,,Emmanuel Tetteh Kabu,,,
2012,Parliament,Adentan,Greater Accra,90507,67834,66801,1033,30526,392,0,35139,,181,,,,,,,100,,,463,,,,Asiam Awurabena Frances,Dennis Owusu-Appiah Ofosuapea,Hummi Sinare,Emmanuel Nii Ashie Moore,,Mamshie Omar Bawa,,,,,,,Eastwood Richard Koranteng,,,Mohammed Nnabaale Iddrissu,,,
2012,Parliament,Amasaman,Greater Accra,73711,58127,54982,3145,21761,206,14,29724,,54,,,,,,,57,,,2684,482,,,Clement Nii Lamptey Wilkinson,Thelma Lamptey,Desmond Twumasi Ntow,Emmanuel Nii Okai Laryea,,Amos Abutu Atindabire,,,,,,,Akwasi Amoateng Asamoah,,,William Kwasi Ahamazie,Lewis Kwame Sasu,,
2012,Parliament,"Anyaa, Sowutuom",Greater Accra,105147,82340,80732,1608,51196,0,,29536,,0,,,,,,,0,,,,,,,Shirley Ayorkor Botchwey,Ruth Quaye,,Sedina Christine Tamakloe Attionu,,Ernest Appah Afram,,,,,,,Emmanuel Ashalley,,,,,,
2012,Parliament,Ashaiman,Greater Accra,125358,95276,94508,768,32650,402,171,47154,,184,,83,,,,,,,,13864,,,,Seji Saji Amedonu,Clemence Ameevor,Iddi Aminu,Alfred Kwame Agbesi,,Hamida Bidolti Damba,,Mark Ayaaba Faisal,,,,,,,,Afenyo Tony,,,
2012,Parliament,Ayawaso Central,Greater Accra,85084,67215,66859,356,33074,1123,119,32439,,104,,,,,,,,,,,,,,Henry Quartey,Rebecca Agbogah,Benjamin Bediako,William Affum Ani - Agyei,,Hildegard Ferguson-Krakue,,,,,,,,,,,,,
2012,Parliament,Ayawaso East,Greater Accra,53521,41045,40720,325,13887,34,43,26647,,47,,,,,,,22,,,40,,,,Alhaji Mohammed Baba,Alhassan A Kamagtey,Alhassan Abubakar Zeba,Naser Mahama Toure,,Adoley Addo,,,,,,,Mohammed Aminu L Dauda,,,Philip S Y Aheto,,,
2012,Parliament,Ayawaso North,Greater Accra,51186,40737,41418,-681,16281,,319,24477,0,172,,,,,,,169,,,,,,,Alhaji Yusif Ahmed,,Mohammadu Abudulai - Jallo,Mustapha Ahmed,Amin Larry,Richard Hudson Kofi Ahamadzi,,,,,,,Abdul Razak Yahaya,,,,,,
2012,Parliament,Ayawaso West Wuogon,Greater Accra,82656,63525,63232,293,31807,998,68,30116,,169,,,,,,,74,,,,,,,Emmanuel Kyeremateng Agyarko,William Dowokpor,Henry Asante,Kwame Awuah-Darko,,Antisem Donkor,,,,,,,Foster Apetor,,,,,,
2012,Parliament,Bortianor-ngleshie Amanfro,Greater Accra,66402,49439,48975,464,22826,984,,23014,1959,,,,,,,,192,,,,,,,Adjetey Larbie,Frank Agyekum,,Bright Edward Kodzo Demordzi,Evans Nii Djabum Mensah,,,,,,,,Alihu Nunoo,,,,,,
2012,Parliament,Dadekotopong,Greater Accra,112416,88408,87890,518,34533,1868,,50016,,1339,,,,,,,,,,134,,,,Oscar Nii Odoi Glover,Simon Sowah,,Nii Amasah Namoale,,Torto Obodai Nabi Adjah,,,,,,,,,,Eric Kodi,,,
2012,Parliament,"Dome, Kwabenya",Greater Accra,125947,99913,99402,511,63373,312,188,35366,,,,,,,,,56,,,107,,,,Sarah Adwoa Safo,Ernest Kwesi Anyormisi,Abubakar Kwashie Gege Ebla,Sophia Karen Ackuaku,,,,,,,,,Sam Mireku,,,Franklin Frimpong-manso,,,
2012,Parliament,"Domeabra, Obom",Greater Accra,31238,21614,20988,626,2666,151,,10404,,,,,,,,,763,,,5875,1129,,,Sylvanus Tettey Martey,Kwasi Amoo,,Daoud Anum Yemoh,,,,,,,,,Mushea Nii Akwanor,,,Isaac Awuku Yibor,Paul Cofie,,
2012,Parliament,Korle Klottey,Greater Accra,95067,74986,74407,579,34847,1151,,36122,,408,,,,,,,198,,,1354,327,,,Nii Adjei Tawiah,Chris Bonaparte,,Nii Armah Ashietey,,Kabu Okai-Davies,,,,,,,Charles Nii Otu Okunor,,,Leeford Kpakpo Quarshie,Godwin Nii Otu Okunor,,
2012,Parliament,Kpone-Katamanso,Greater Accra,79442,59156,58689,467,23984,1107,,33598,,,,,,,,,,,,,,,,Solomon Tettey Appiah,Klem Kwesi Stanley,,Joseph Nii Laryea Afotey - Agbo,,,,,,,,,,,,,,,
2012,Parliament,Krowor,Greater Accra,87917,66182,65730,452,29700,868,,32520,,308,,,,,,,75,,,2259,,,,Joseph Ayikoi Otoo,Hugo Kofi Huppenbauer,,Nii Oakley Quaye-Kumah,,Kate Quaye,,,,,,,Yaa Asomdwee Moen,,,Theophilus Boye Mensah,,,
2012,Parliament,Ledzokuku,Greater Accra,126429,96517,94948,1569,42038,188,168,52554,,0,,,,,,,0,,,,,,,Gladys Norley Ashitey,Robert Adjetey Sowah,Yakubu Faharudeen,Benita Sena Okity-Duah,,Emmanuel Nii Ashia Anyankor,,,,,,,Michael Adjei,,,,,,
2012,Parliament,Madina,Greater Accra,105737,79596,79594,2,34845,1136,,41441,62,766,,,,,,,107,,,1237,0,0,,James Amoah,Agyekum Michael,,Amadu Bukari Sorogho,Eric Tweneboah Kodua,Anabila Evelyn Lamisi,,,,,,,Hatt Nureine Alhassan,,,Nasiba Taahiru Swallah,John Okpoti Mensah,Nii Mensah Okpoti Kodua,
2012,Parliament,Ningo Prampram,Greater Accra,51801,39839,39176,663,17122,447,,21178,,429,,,,,,,0,,,,,,,Sylvester Tetteh,Casmire Nii Okine Mensh,,Enoch Teye Mensah,,Frederick Marmah Martey,,,,,,,Michael Kwetey Tetteh,,,,,,
2012,Parliament,Odododiodioo,Greater Accra,97927,73687,72981,706,26269,745,,45967,,,,,,,,,,,,,,,,Victor Nii Okaikoi,Emmanuel Nii Ako Oddoye,,Edwin Nii Lantey Vanderpuye,,,,,,,,,,,,,,,
2012,Parliament,Okaikwei Central,Greater Accra,61981,49507,49214,293,27667,914,126,20403,41,,,,,,,,63,,,,,,,Patrick Yaw Boamah,Mike Eghan Jnr,Abubakar Sadick Wiyor,John Kwesi Mensah,Adu-sarkwa Samuel,,,,,,,,Grace Adu Yeboah,,,,,,
2012,Parliament,Okaikwei North,Greater Accra,69900,55534,54758,776,27176,1043,84,25255,,740,,,,,,,176,,53,231,,,,Elizabeth Kwatsoe Tawiah Sackey,Nuhu Umar,Ibrahaim Balu Karim,Abdul Nasiru Abass,,Aisha Sulley Futa,,,,,,,Richard Kwashie Kudjordjie,,Kennedy Antwi,Andrew Nii Okaikoi,,,
2012,Parliament,Okaikwei South,Greater Accra,89645,70075,69743,332,38399,1005,,28568,,765,,,,,,,90,,35,881,,,,Ahmed Arthur,John A Kwateng,,Alexander Ackuaku,,Harriet Anita Abaidoo,,,,,,,Samuel Ashiley,,Jerry Owusu Appauh,Vivian Ntriwaa Addae,,,
2012,Parliament,Sege,Greater Accra,31519,25371,24737,634,10673,179,,13792,,59,,,,,,,34,,,,,,,Divine Otoo Agorhom,John Tetteh Kitcher,,Otuteye Christian Corletey,,Johannes Nmonlotey Kirkfield,,,,,,,Tettey Frank Korblah,,,,,,
2012,Parliament,Shai Osudoku,Greater Accra,40615,31224,30666,558,6991,5069,,18089,,517,,,,,,,,,,,,,,Daniel Christian Dugan,Emmanuel Maatey Tetteh,,David Tetteh Assumeng,,Solomon Narh Dorh,,,,,,,,,,,,,
2012,Parliament,Tema- Central,Greater Accra,55904,45187,35017,10170,26948,3510,,4366,,193,,,,,,,,,,,,,,Kofi Brako,Kwabena Amuquandoh Okyere,,Lawyer James Enu,,Isaac Nuku Kofi Asempa,,,,,,,,,,,,,
2012,Parliament,Tema- East,Greater Accra,84784,63723,63065,658,30075,585,197,30072,,2064,,,,,,,72,,,,,,,Daniel Titus-Glover,Nicklan Bekoe-Derby,Jemilatu Mamudu,Robert Kempes Papa Nii Ofosuware,,Richster Nii Amarh Amarfio,,,,,,,Nathaniel Bukoye Kyeremeh,,,,,,
2012,Parliament,Tema- West,Greater Accra,103964,81018,80081,937,39950,45,,39005,,1022,,,,,,,59,,,,,,,Irene Naa Torshie Addo,Robert Ekow Arko,,Samuel Ofosu-Ampofo,,Susan Adu-Amankwah,,,,,,,Awotwe Kweku,,,,,,
2012,Parliament,Trobu,Greater Accra,100056,79259,78701,558,46446,663,197,27886,,3001,,,,,,,0,,,508,,,,Moses Anim,Veronica Sappor,Osman Suleyman Zakaria Gonze,Issaka Amon Kotei,,Kwaku Oteng Anane,,,,,,,Clement Lawson,,,Attoh Samuel Nee - Aryeetey,,,
2012,Parliament,Weija / Gbawe,Greater Accra,78885,61665,61322,343,32861,739,72,26899,,,,,,,,627,124,,,,,,,Rosemund Comfort Abrah,Jessica Adwoa Manuel Simpson,Saviour Gbedze,Obuobia Darko - Opoku,,,,,,,,Nkansah Boahene Daniel,Mohammed Frimpong,,,,,,
2012,Parliament,Bimbilla,Northern,46711,39484,52011,-12527,30521,2136,,17034,52,186,,,,,,,96,,,1986,,,,Nitiwill Bingab Aduna Dominic,Iddisah Zaharatu,,Alhaji Alhaji Mohammed Ibn Abass,Rashid Abdul Rahman,Alhassan Somed Dasana,,,,,,,Abdul Hafiz Imoro,,,Mohammed Sadick,,,
2012,Parliament,Bole Bamboi,Northern,34582,23993,23198,795,8292,138,,14642,,,,,,,,,126,,,,,,,Sulemana Adams Achanso,Jaja Emmanuel Dapaa,,Joseph Akati Saaka,,,,,,,,,Ligbouli George Roy,,,,,,
2012,Parliament,Bunkpurugu,Northern,35923,29027,27874,1153,10829,,,10149,,,,,,,,,,,251,6645,,,,Solomon Namliit Boar,,,Duut Bonchel Abdulai,,,,,,,,,,,Duut Banam Tatuka,Labik Joseph Yaani,,,
2012,Parliament,Chereponi,Northern,26844,23441,22683,758,11680,101,,10565,,285,,,,,,,52,,,,,,,Azumah Namoro Sanda,Mohammed Hamza,,Samuel Abdulai Jabanyite,,Rebecca Namana Jabari,,,,,,,Alhassan Aliwu,,,,,,
2012,Parliament,"Daboya, Mankarigu",Northern,20396,15914,15376,538,6672,199,64,8275,,137,,,,,,,29,,,,,,,Tika Samuel Yeyu,Mohammed Sulemana,Hamza A. Mugis,Baani Abudu Nelson,,Alidu Mahama,,,,,,,Alhassan Sammed Sualisu,,,,,,
2012,Parliament,Damango,Northern,21142,17524,16760,764,7041,,61,9518,,60,,,,,,,80,,,,,,,Albert Kassim Diwura,,Limanne Seidu Ibrahim,Adam Mutawakilu,,Fogor Abubakari,,,,,,,Abdul-Aziz Shiraz,,,,,,
2012,Parliament,Gushegu,Northern,44477,38641,37596,1045,18439,122,,18776,,,259,,,,,,,,,,,,,Rita Tani Iddi,Mahama Baba,,Thomas Kwesi Nasah,,,Manyiman Iddrisu,,,,,,,,,,,,
2012,Parliament,Karaga,Northern,38135,31900,30565,1335,13107,177,119,15648,,,,,,,,,,,,1514,,,,Baba Wahab,Fuseini Ziblim Yakubu (Agyekum),Adam Yussif,Alhassan Sualihu Dandaawa,,,,,,,,,,,,Abdulai Mahamadu Sandow,,,
2012,Parliament,Kpandai,Northern,46711,39484,38188,1296,16221,154,,13794,,156,,,,,,,68,,,7795,,,,Matthew Nyindam,Mboko Nkrajimamo Yaw,,Likpalimor Kwajo Tawiah,,Bismarck Braimah Friko,,,,,,,Aniwaba Kwaku Bediako Jeremiah,,,Alfred Donkor Odzidzator,,,
2012,Parliament,Kumbungu,Northern,39478,331590,32324,299266,8523,1146,,18285,,4134,,,,,,,236,,,,,,,Abdulai Mohammed Saani,Alhassan Abukari,,Muhammad Mumuni,,Amadu Moses Yahaya,,,,,,,Imoro Issahaku,,,,,,
2012,Parliament,Mion,Northern,32160,25948,24510,1438,9380,4062,,9931,,913,,,,,,,112,,,112,,,,Shani Alhassan Shaibu,Alhaji Alabira Ibrahim,,Alhassan Ahmed Yakubu,,Makamba Daniel Tamanja,,,,,,,Iddrisu Rashad Kpabia,,,Jabab Daniel Ulenbi,,,
2012,Parliament,"Nalerigu, Gamgaba",Northern,58160,41820,40749,1071,19888,397,,20308,,156,,,,,,,,,,,,,,Peter Wuni,Hamidu Napoleon Dawuni,,Tia Sugri Alfred,,Abdulai Issifu Joseph,,,,,,,,,,,,,
2012,Parliament,Nanton,Northern,22190,19977,19690,287,8667,654,,10369,,,,,,,,,,,,,,,,Alhaji Abdul-Kareem Iddrisu,Iddi Alhassan Shitobu,,Ibraham Muritala Muhammed,,,,,,,,,,,,,,,
2012,Parliament,Saboba,Northern,30121,26854,26796,58,12733,654,,13409,,,,,,,,,,,,,,,,Binipom Charles Bintin,Gabulja John Kinyorbaan,,Bukari Nikpe Joseph,,,,,,,,,,,,,,,
2012,Parliament,Sagnarigu,Northern,49666,38056,37451,605,6935,371,,29508,,402,,,,,,,235,,,,,,,Yakubu Abdul-Kareem,Abdul Jamaldeen Ahmed,,Alhassan Bashir Fuseini,,Alhassan A Suhuyini,,,,,,,Abdul Kahar Adam,,,,,,
2012,Parliament,Salaga North,Northern,13274,11108,10855,253,3462,,,6772,,,,,,,,,,,,621,,,,Adam Mohammed Kamarundeen,,,Alhassan Mumuni,,,,,,,,,,,,Abdul-Fataw Abdul-Wahab,,,
2012,Parliament,Salaga South,Northern,43547,33664,32676,988,15138,0,65,17393,,,,,,,,,80,,,,,,,Abu-Bakar Saddique Boniface,Janda Yahuzu Mahama,Muntari Abdul Jalilu,Alhaji Ibrahim Dey Abubakari,,,,,,,,,Laminu Zakari,,,,,,
2012,Parliament,Savelugu,Northern,44022,36365,21980,14385,1503,1235,121,18946,,175,,,,,,,,,,,,,,Muhammed Abdul-Samed Gunu,Muniru Hardi,Mahama Iddrisu,Mary Salifu Boforo,,Musah Osman,,,,,,,,,,,,,
2012,Parliament,Sawla Tuna Kalba,Northern,40696,26178,24637,1541,9853,390,308,13451,,,,,,,,,635,,,,,,,Joseph Nongiri Naah Vugu,Seidu Kipo Benjamin,Yaapuo Kwabena Edward,Donald Dari Soditey,,,,,,,,,Joseph Trumah Bayel,,,,,,
2012,Parliament,Tamale Central,Northern,80751,66759,64606,2153,23761,630,204,39545,0,349,,,,,,,117,,,0,0,,,Iddrisu Musah,Adam Mariama,Salifu Iddrisu,Inusah Fuseini,Amidu Aramata,Haruna Hamza Kaasankomi,,,,,,,Abdulai Rashas Mamduhu,,,Abdul-Aminu Ibrahim,,,
2012,Parliament,Tamale North,Northern,38123,30653,29942,711,5577,345,122,10885,,137,,,,,,,,,,11579,1232,65,,Akilu Sayibu,Iddrisu Mashud,Seidu Abdulai Napodoo,Abukari Sumani,,Faiz Aouni Moutrage,,,,,,,,,,Alhassan Dahamani,Adam Gamel Nasser,Issah Ahmed,
2012,Parliament,Tamale South,Northern,91380,72463,71388,1075,16395,821,364,53320,72,290,,,,,,,126,,,,,,,Abdallah Pegu Shamsudeen,Mohammed Abdul-Karim,Alidu Mohammed Nasir-Deen,Iddrisu Haruna,Ibrahim Mariam,Abdul-Rahman Abdul-Jalil,,,,,,,Seidu Umar Farouk,,,,,,
2012,Parliament,"Tatale, Sanguli",Northern,27108,22015,21260,755,7037,,,6826,,396,,,,,,,,,,7001,,,,James C Yanwube,,,Jagri Mohammed,,Tisere John,,,,,,,,,,Thomas Brepong Laten,,,
2012,Parliament,Tolon,Northern,48340,38620,37049,1571,18113,398,,15699,,361,,,,,,,0,,,2478,,,,Wahab Suhiyini Wumbei,Ziblila Baba Issfu,,Abdul-Razaq A. Umar,,Alhassan Adam Damba,,,,,,,Mahamadu Ibrahim,,,Kass Abdul-Latif Tuahir,,,
2012,Parliament,Walewale,Northern,56236,46272,36028,10244,19328,251,1171,15192,,,,,,,,,86,,,,,,,Sagre Bambangi,Bagmarigu John Simon,Abdallahh Abubakari,Azortibah King James,,,,,,,,,Soalisu Shaibu,,,,,,
2012,Parliament,Wulensi,Northern,36444,31373,30460,913,11524,5261,,12551,,176,,,,,,,886,,,62,,,,Thomas Donkor Ogajah,Issah Damba,,Laliri George Maban,,Haruna Musah,,,,,,,Mohammed Adam,,,Abraham Njonaan Nlenkiba,,,
2012,Parliament,"Yagaba, Kubori",Northern,20298,15797,15298,499,8123,,,7175,,,,,,,,,,,,,,,,Ussif Mustapha,,,Ibrahim Abdul Rauf Tanko,,,,,,,,,,,,,,,
2012,Parliament,Yapei-Kusawgu,Northern,48254,36969,35958,1011,16371,263,,17038,,,,,,,,,2286,,,,,,,Zakariah Yakubu,Abukari Adam Musah,,Amadu Seidu,,,,,,,,,Iddrisu Ibrahim,,,,,,
2012,Parliament,Yendi,Northern,59148,50214,49113,1101,22961,286,,14228,,,,,,,,,,,,5950,5582,106,,Mohammed Habibu Tijani,Mohammed Alhassan Yussif Nambili,,Iddrisu Sulemana Ibun,,,,,,,,,,,,Abdul-Rahaman M. Mawong Gbande,Abubakar Mohammed Mahamoud,Shani Mohammed Kamil,
2012,Parliament,Yunyoo,Northern,19119,15139,14682,457,4318,773,,9591,,,,,,,,,,,,,,,,Alhassan John Kweku,Walibe Amos,,Naabu Joseph Bipoba,,,,,,,,,,,,,,,
2012,Parliament,Zabzugu,Northern,30109,26508,25866,642,13300,300,,12213,,,,,,,,,,,,53,,,,Jabaah John Bennam,Adam Azima,,Alhassan Umar,,,,,,,,,,,,Abdulai Dramani,,,
2012,Parliament,Bawku Central,Upper East,58925,44785,43876,909,19082,269,303,24071,,151,,,,,,,,,,,,,,Alhassan Haruna,Iddrisu Mubarak,Awini Aguuda Joseph,Mahama Ayariga,,Ibrahim Zaliya,,,,,,,,,,,,,
2012,Parliament,Binduri,Upper East,31987,23992,24258,-266,7543,478,149,16088,,,,,,,,,,,,,,,,Stephen M D Yakubu,William Abanga Ayinga,Azure Cyprian Ayendago,Noah Ben Azure,,,,,,,,,,,,,,,
2012,Parliament,Bolgatanga Central,Upper East,61470,48674,45347,3327,13464,3523,0,28144,,,,,,,,,216,,,,,,,Gheysika A Agambila,Robert Anamolga,Rockson Akugre,Emmanuel Opam-Brown Akolbire,,,,,,,,,Saeed Jafar Mohammed,,,,,,
2012,Parliament,Bolgatanga East,Upper East,17883,14646,14393,253,3523,156,1873,8841,,,,,,,,,,,,,,,,Rockson Ayine Bukari,Baba Starling Ayinenongma,David Apasera,Dominic Ayine,,,,,,,,,,,,,,,
2012,Parliament,Bongo,Upper East,49078,34947,34736,211,11118,,4588,18609,,211,,,,,,,,,,210,,,,Diana Aburiya Asuure,,Jacob Kofi Nsoh,Abongo Albert,,Ayamga Akugre,,,,,,,,,,Ayorigo Clement,,,
